Date,City,AQI,PM2_5,PM10,CO,NO2,SO2
2024-04-07,Bengaluru,66,27.1,47.0,0.52,20.6,4.4
2024-04-08,Bengaluru,46,24.5,24.4,0.46,14.3,2.8
2024-04-09,Bengaluru,12,4.1,12.0,0.13,4.7,0.4
2024-04-10,Bengaluru,35,16.3,30.1,0.28,12.8,2.1
2024-04-11,Bengaluru,40,20.0,36.1,0.25,9.0,2.2
2024-04-12,Bengaluru,94,41.5,69.9,0.78,28.3,5.7
2024-04-13,Bengaluru,56,21.6,38.2,0.51,15.7,2.7
2024-04-14,Bengaluru,28,10.2,21.0,0.25,7.2,1.9
2024-04-15,Bengaluru,42,22.6,44.3,0.32,12.7,2.7
2024-04-16,Bengaluru,83,39.3,64.6,0.64,25.9,5.1
2024-04-17,Bengaluru,18,15.4,12.9,0.16,5.4,1.0
2024-04-18,Bengaluru,51,20.4,41.2,0.32,11.7,4.0
2024-04-19,Bengaluru,66,23.8,43.3,0.62,14.9,3.5
2024-04-20,Bengaluru,55,23.9,39.1,0.42,19.1,2.7
2024-04-21,Bengaluru,46,21.7,29.6,0.39,12.1,2.9
2024-04-22,Bengaluru,74,27.1,62.0,0.7,20.4,4.0
2024-04-23,Bengaluru,53,29.5,38.9,0.41,14.7,2.3
2024-04-24,Bengaluru,63,33.5,46.4,0.45,18.6,3.4
2024-04-25,Bengaluru,75,29.9,51.1,0.64,21.2,4.1
2024-04-26,Bengaluru,42,17.1,27.6,0.39,13.3,2.5
2024-04-27,Bengaluru,68,30.6,53.4,0.5,20.8,4.3
2024-04-28,Bengaluru,76,32.7,61.2,0.6,19.9,4.4
2024-04-29,Bengaluru,56,20.4,40.2,0.5,15.3,3.5
2024-04-30,Bengaluru,85,40.9,61.5,0.67,25.6,5.6
2024-05-01,Bengaluru,26,11.5,20.8,0.28,9.4,1.9
2024-05-02,Bengaluru,72,31.6,52.9,0.65,19.7,4.9
2024-05-03,Bengaluru,66,28.2,51.9,0.61,18.1,2.7
2024-05-04,Bengaluru,58,27.0,36.1,0.42,16.3,2.3
2024-05-05,Bengaluru,44,16.3,25.5,0.31,10.2,2.9
2024-05-06,Bengaluru,94,41.2,67.5,0.73,24.1,5.0
2024-05-07,Bengaluru,12,1.4,17.2,0.1,0.5,0.4
2024-05-08,Bengaluru,35,15.9,26.0,0.28,9.7,1.9
2024-05-09,Bengaluru,65,29.0,53.8,0.61,17.7,3.8
2024-05-10,Bengaluru,80,40.5,57.6,0.67,20.8,5.0
2024-05-11,Bengaluru,84,33.9,60.4,0.72,24.8,5.6
2024-05-12,Bengaluru,52,22.4,50.0,0.42,8.4,3.0
2024-05-13,Bengaluru,68,33.0,48.7,0.6,20.2,3.6
2024-05-14,Bengaluru,12,3.1,9.9,0.1,3.5,0.6
2024-05-15,Bengaluru,49,28.2,34.9,0.3,15.8,3.4
2024-05-16,Bengaluru,58,24.0,45.7,0.49,16.2,3.5
2024-05-17,Bengaluru,68,23.4,61.2,0.5,19.4,4.0
2024-05-18,Bengaluru,85,38.6,64.5,0.55,22.1,5.5
2024-05-19,Bengaluru,50,19.6,29.6,0.41,8.2,2.4
2024-05-20,Bengaluru,88,43.9,68.4,0.72,20.7,4.9
2024-05-21,Bengaluru,46,18.5,32.7,0.43,11.8,2.6
2024-05-22,Bengaluru,57,21.4,38.5,0.42,16.1,3.2
2024-05-23,Bengaluru,44,17.8,27.6,0.38,11.6,2.9
2024-05-24,Bengaluru,38,15.1,27.4,0.3,12.1,2.1
2024-05-25,Bengaluru,86,39.8,64.0,0.64,25.6,4.7
2024-05-26,Bengaluru,57,25.5,41.7,0.44,14.3,2.6
2024-05-27,Bengaluru,63,26.9,46.6,0.5,19.8,4.7
2024-05-28,Bengaluru,83,36.9,56.6,0.59,19.7,4.6
2024-05-29,Bengaluru,54,27.5,42.6,0.42,17.3,2.7
2024-05-30,Bengaluru,68,24.8,54.9,0.5,19.1,4.6
2024-05-31,Bengaluru,86,38.6,66.4,0.64,27.4,5.1
2024-06-01,Bengaluru,83,36.1,68.2,0.67,24.8,5.2
2024-06-02,Bengaluru,54,27.1,42.2,0.38,13.1,3.3
2024-06-03,Bengaluru,51,27.9,29.4,0.41,15.3,3.2
2024-06-04,Bengaluru,93,43.8,64.8,0.69,26.7,6.1
2024-06-05,Bengaluru,56,20.5,36.8,0.48,15.0,3.4
2024-06-06,Bengaluru,91,37.3,66.2,0.7,26.2,5.8
2024-06-07,Bengaluru,58,26.1,47.8,0.37,16.1,2.9
2024-06-08,Bengaluru,82,29.4,68.5,0.64,21.3,5.1
2024-06-09,Bengaluru,67,26.7,57.8,0.63,17.6,4.6
2024-06-10,Bengaluru,86,34.5,59.9,0.77,21.2,6.3
2024-06-11,Bengaluru,82,41.6,60.0,0.7,25.8,5.6
2024-06-12,Bengaluru,62,25.3,46.1,0.43,17.8,3.3
2024-06-13,Bengaluru,77,32.9,49.0,0.69,21.9,4.6
2024-06-14,Bengaluru,96,45.8,68.2,0.75,24.7,5.0
2024-06-15,Bengaluru,85,39.4,67.6,0.74,25.3,5.5
2024-06-16,Bengaluru,63,27.4,52.1,0.45,17.8,4.0
2024-06-17,Bengaluru,72,33.5,57.0,0.59,17.2,4.6
2024-06-18,Bengaluru,85,33.9,70.6,0.71,21.0,4.7
2024-06-19,Bengaluru,73,31.2,56.2,0.54,22.7,4.9
2024-06-20,Bengaluru,77,34.8,62.4,0.6,20.1,5.2
2024-06-21,Bengaluru,12,3.3,6.9,0.1,7.4,0.7
2024-06-22,Bengaluru,78,37.3,52.4,0.68,20.6,5.6
2024-06-23,Bengaluru,79,38.7,46.8,0.57,21.5,3.7
2024-06-24,Bengaluru,78,36.0,53.5,0.62,23.5,3.6
2024-06-25,Bengaluru,69,30.0,51.9,0.55,21.1,4.4
2024-06-26,Bengaluru,88,35.4,66.7,0.69,27.6,5.4
2024-06-27,Bengaluru,87,41.7,68.1,0.65,23.7,5.1
2024-06-28,Bengaluru,89,40.7,70.4,0.69,25.6,6.0
2024-06-29,Bengaluru,22,10.2,9.7,0.14,5.5,0.8
2024-06-30,Bengaluru,95,40.2,75.2,0.77,26.7,6.4
2024-07-01,Bengaluru,45,19.7,28.3,0.26,10.2,2.7
2024-07-02,Bengaluru,77,37.3,56.7,0.6,20.9,4.6
2024-07-03,Bengaluru,83,34.8,67.2,0.63,22.5,5.2
2024-07-04,Bengaluru,72,29.7,57.8,0.6,20.5,4.1
2024-07-05,Bengaluru,82,36.3,55.3,0.65,24.7,5.4
2024-07-06,Bengaluru,23,13.5,26.8,0.17,7.8,0.2
2024-07-07,Bengaluru,73,33.1,49.7,0.69,21.6,4.9
2024-07-08,Bengaluru,60,24.0,42.4,0.49,15.5,3.9
2024-07-09,Bengaluru,54,24.3,31.4,0.52,14.7,4.6
2024-07-10,Bengaluru,80,35.4,62.2,0.54,24.5,6.1
2024-07-11,Bengaluru,71,31.1,52.7,0.61,24.1,4.5
2024-07-12,Bengaluru,100,45.5,77.3,0.82,30.4,5.8
2024-07-13,Bengaluru,83,33.7,60.8,0.63,23.4,4.8
2024-07-14,Bengaluru,79,32.9,50.6,0.56,24.1,4.3
2024-07-15,Bengaluru,73,32.0,58.9,0.57,26.0,5.3
2024-07-16,Bengaluru,83,36.0,77.9,0.61,23.1,5.0
2024-07-17,Bengaluru,55,19.5,43.7,0.39,18.3,2.6
2024-07-18,Bengaluru,77,28.0,47.0,0.57,20.2,5.4
2024-07-19,Bengaluru,87,43.0,63.4,0.73,22.9,4.8
2024-07-20,Bengaluru,29,14.1,23.1,0.27,8.5,2.8
2024-07-21,Bengaluru,76,37.2,55.4,0.56,22.7,4.5
2024-07-22,Bengaluru,82,38.0,57.5,0.71,21.2,5.2
2024-07-23,Bengaluru,92,40.2,74.8,0.76,27.5,5.1
2024-07-24,Bengaluru,90,36.3,76.1,0.62,24.5,4.9
2024-07-25,Bengaluru,87,44.9,68.5,0.84,21.6,4.6
2024-07-26,Bengaluru,64,29.2,42.9,0.47,19.2,3.2
2024-07-27,Bengaluru,51,21.8,36.7,0.46,12.5,2.7
2024-07-28,Bengaluru,80,38.4,67.1,0.66,22.7,5.1
2024-07-29,Bengaluru,72,31.6,45.1,0.62,20.6,4.7
2024-07-30,Bengaluru,31,13.8,19.0,0.32,9.9,2.0
2024-07-31,Bengaluru,83,38.5,57.6,0.66,22.1,6.1
2024-08-01,Bengaluru,12,8.6,2.0,0.14,3.7,1.3
2024-08-02,Bengaluru,77,34.6,58.9,0.53,20.0,4.8
2024-08-03,Bengaluru,72,30.7,53.8,0.5,23.1,4.9
2024-08-04,Bengaluru,12,6.6,16.8,0.1,1.5,1.3
2024-08-05,Bengaluru,76,30.6,54.3,0.69,22.1,5.0
2024-08-06,Bengaluru,68,32.6,43.9,0.45,20.5,4.8
2024-08-07,Bengaluru,77,33.0,66.3,0.61,21.4,5.5
2024-08-08,Bengaluru,73,30.9,58.8,0.55,20.2,3.7
2024-08-09,Bengaluru,65,29.5,53.6,0.56,19.3,4.1
2024-08-10,Bengaluru,76,36.0,51.4,0.49,23.6,4.9
2024-08-11,Bengaluru,30,16.7,18.8,0.2,6.7,2.1
2024-08-12,Bengaluru,75,31.4,57.7,0.54,19.7,3.4
2024-08-13,Bengaluru,90,38.4,62.0,0.66,24.4,4.6
2024-08-14,Bengaluru,41,11.3,28.5,0.33,9.9,2.6
2024-08-15,Bengaluru,82,41.5,55.9,0.54,20.4,5.1
2024-08-16,Bengaluru,79,37.8,61.8,0.6,21.1,4.5
2024-08-17,Bengaluru,98,46.2,83.0,0.83,27.3,5.4
2024-08-18,Bengaluru,73,32.7,54.3,0.57,16.3,5.0
2024-08-19,Bengaluru,79,31.3,61.7,0.59,23.2,5.2
2024-08-20,Bengaluru,63,27.9,45.2,0.47,16.2,3.8
2024-08-21,Bengaluru,81,34.0,55.0,0.64,21.8,4.3
2024-08-22,Bengaluru,79,40.9,64.1,0.6,22.0,5.5
2024-08-23,Bengaluru,50,24.8,30.3,0.48,13.1,4.1
2024-08-24,Bengaluru,62,27.6,42.9,0.51,17.0,3.5
2024-08-25,Bengaluru,62,26.4,40.9,0.52,19.3,4.1
2024-08-26,Bengaluru,78,32.5,59.5,0.66,20.7,4.7
2024-08-27,Bengaluru,83,42.3,66.5,0.69,19.8,5.1
2024-08-28,Bengaluru,73,32.4,46.9,0.53,20.3,4.9
2024-08-29,Bengaluru,74,32.1,64.4,0.58,20.5,4.4
2024-08-30,Bengaluru,65,31.0,45.5,0.52,19.1,4.9
2024-08-31,Bengaluru,42,21.5,35.8,0.3,13.0,3.3
2024-09-01,Bengaluru,68,31.3,53.0,0.57,20.6,4.2
2024-09-02,Bengaluru,39,14.8,30.1,0.29,8.5,2.1
2024-09-03,Bengaluru,43,20.7,25.9,0.3,13.5,2.8
2024-09-04,Bengaluru,85,42.4,66.4,0.66,24.0,5.9
2024-09-05,Bengaluru,55,26.1,43.9,0.48,15.4,3.9
2024-09-06,Bengaluru,80,37.1,58.4,0.56,23.9,4.9
2024-09-07,Bengaluru,71,28.6,56.6,0.49,20.5,4.7
2024-09-08,Bengaluru,77,33.5,51.5,0.65,24.0,4.3
2024-09-09,Bengaluru,82,41.6,63.2,0.64,25.0,4.6
2024-09-10,Bengaluru,66,32.1,47.5,0.51,17.2,3.7
2024-09-11,Bengaluru,76,39.2,66.0,0.66,22.2,3.8
2024-09-12,Bengaluru,71,38.4,51.1,0.64,20.0,2.9
2024-09-13,Bengaluru,71,35.7,53.0,0.63,16.5,3.6
2024-09-14,Bengaluru,47,22.6,42.0,0.41,10.8,2.9
2024-09-15,Bengaluru,84,32.2,62.8,0.66,22.2,5.3
2024-09-16,Bengaluru,62,29.2,49.3,0.55,15.1,3.0
2024-09-17,Bengaluru,87,38.3,79.8,0.72,24.5,5.1
2024-09-18,Bengaluru,61,29.1,45.4,0.48,17.3,3.8
2024-09-19,Bengaluru,22,12.4,12.3,0.17,8.7,2.2
2024-09-20,Bengaluru,26,11.8,20.9,0.13,8.9,1.6
2024-09-21,Bengaluru,52,20.6,41.1,0.46,14.8,2.9
2024-09-22,Bengaluru,74,34.0,55.7,0.64,19.8,3.8
2024-09-23,Bengaluru,78,33.7,62.4,0.62,23.1,4.2
2024-09-24,Bengaluru,44,17.7,26.9,0.31,11.2,3.3
2024-09-25,Bengaluru,32,10.6,24.7,0.26,8.0,1.8
2024-09-26,Bengaluru,79,37.6,62.2,0.57,27.9,5.3
2024-09-27,Bengaluru,80,32.5,64.7,0.61,22.0,4.0
2024-09-28,Bengaluru,12,6.7,14.0,0.13,4.7,0.7
2024-09-29,Bengaluru,73,33.7,58.9,0.58,22.9,4.3
2024-09-30,Bengaluru,36,16.2,27.5,0.28,12.6,2.6
2024-10-01,Bengaluru,35,20.4,12.5,0.39,9.2,2.0
2024-10-02,Bengaluru,71,33.1,53.2,0.56,22.5,4.5
2024-10-03,Bengaluru,38,19.3,31.1,0.28,12.2,2.2
2024-10-04,Bengaluru,58,25.4,31.4,0.44,17.7,3.5
2024-10-05,Bengaluru,21,12.3,14.3,0.11,10.3,0.7
2024-10-06,Bengaluru,49,19.7,37.4,0.35,11.2,3.2
2024-10-07,Bengaluru,50,25.9,37.3,0.51,14.5,3.3
2024-10-08,Bengaluru,33,13.0,27.3,0.26,9.6,1.6
2024-10-09,Bengaluru,43,19.7,26.3,0.38,8.6,2.7
2024-10-10,Bengaluru,59,28.6,47.6,0.43,20.1,4.2
2024-10-11,Bengaluru,12,4.0,15.3,0.19,0.8,0.2
2024-10-12,Bengaluru,42,12.4,31.6,0.4,8.9,2.6
2024-10-13,Bengaluru,63,33.3,44.4,0.58,16.4,4.2
2024-10-14,Bengaluru,71,31.5,49.3,0.58,19.0,3.9
2024-10-15,Bengaluru,12,7.0,12.2,0.1,3.0,0.6
2024-10-16,Bengaluru,12,7.3,8.8,0.1,4.9,0.7
2024-10-17,Bengaluru,31,7.5,24.7,0.21,9.5,1.5
2024-10-18,Bengaluru,54,23.2,49.3,0.48,17.8,3.3
2024-10-19,Bengaluru,51,23.2,45.6,0.4,11.5,2.1
2024-10-20,Bengaluru,71,33.4,56.0,0.64,16.6,4.1
2024-10-21,Bengaluru,42,21.1,28.0,0.28,9.3,3.1
2024-10-22,Bengaluru,38,15.4,31.7,0.27,7.2,1.5
2024-10-23,Bengaluru,12,6.9,8.0,0.12,0.5,0.1
2024-10-24,Bengaluru,91,44.6,72.1,0.7,25.0,5.5
2024-10-25,Bengaluru,54,25.5,43.1,0.42,16.7,3.4
2024-10-26,Bengaluru,40,15.8,29.4,0.27,11.1,2.4
2024-10-27,Bengaluru,48,20.9,30.1,0.41,14.7,2.7
2024-10-28,Bengaluru,48,23.4,34.9,0.46,12.0,3.6
2024-10-29,Bengaluru,50,20.0,35.7,0.35,15.6,2.2
2024-10-30,Bengaluru,48,18.8,40.2,0.39,14.0,2.6
2024-10-31,Bengaluru,12,5.8,2.0,0.1,2.3,0.3
2024-11-01,Bengaluru,49,22.1,32.9,0.37,12.7,2.8
2024-11-02,Bengaluru,42,16.5,35.3,0.35,11.5,2.5
2024-11-03,Bengaluru,45,19.6,36.3,0.38,9.5,2.6
2024-11-04,Bengaluru,55,26.7,45.1,0.41,15.2,2.2
2024-11-05,Bengaluru,34,17.4,31.3,0.35,7.1,2.5
2024-11-06,Bengaluru,56,20.7,41.1,0.43,17.4,2.2
2024-11-07,Bengaluru,57,25.3,47.3,0.45,16.9,2.3
2024-11-08,Bengaluru,43,21.9,33.7,0.26,12.2,2.2
2024-11-09,Bengaluru,36,11.6,30.1,0.34,14.3,1.4
2024-11-10,Bengaluru,48,24.1,33.1,0.34,11.3,2.6
2024-11-11,Bengaluru,49,26.1,42.3,0.31,12.1,3.6
2024-11-12,Bengaluru,35,15.6,17.7,0.34,6.0,1.3
2024-11-13,Bengaluru,52,29.2,37.5,0.41,16.4,3.3
2024-11-14,Bengaluru,57,24.2,34.9,0.47,15.8,3.2
2024-11-15,Bengaluru,31,11.2,26.3,0.29,8.0,1.6
2024-11-16,Bengaluru,39,20.4,29.4,0.33,11.6,2.2
2024-11-17,Bengaluru,34,12.3,31.1,0.24,8.7,1.5
2024-11-18,Bengaluru,40,15.7,38.4,0.35,10.1,2.9
2024-11-19,Bengaluru,40,22.1,41.1,0.37,11.4,2.7
2024-11-20,Bengaluru,42,13.4,28.2,0.29,10.4,3.4
2024-11-21,Bengaluru,56,26.5,46.1,0.35,17.1,3.8
2024-11-22,Bengaluru,26,14.0,12.4,0.11,9.9,1.1
2024-11-23,Bengaluru,69,34.0,50.2,0.54,18.9,4.3
2024-11-24,Bengaluru,35,16.1,23.7,0.3,10.4,3.0
2024-11-25,Bengaluru,45,19.7,34.9,0.41,10.4,2.8
2024-11-26,Bengaluru,17,6.8,18.1,0.1,5.1,0.8
2024-11-27,Bengaluru,31,16.9,18.0,0.26,9.3,1.4
2024-11-28,Bengaluru,42,16.1,34.1,0.27,11.1,2.4
2024-11-29,Bengaluru,49,22.5,41.5,0.42,14.8,2.8
2024-11-30,Bengaluru,72,31.3,45.4,0.57,21.1,3.5
2024-12-01,Bengaluru,35,12.1,30.2,0.36,9.4,2.4
2024-12-02,Bengaluru,45,24.9,30.5,0.35,11.9,2.7
2024-12-03,Bengaluru,56,25.3,37.7,0.39,18.2,2.9
2024-12-04,Bengaluru,47,19.1,28.9,0.41,11.9,3.0
2024-12-05,Bengaluru,39,19.2,27.9,0.35,9.1,1.1
2024-12-06,Bengaluru,47,21.6,32.2,0.3,9.1,2.8
2024-12-07,Bengaluru,55,24.3,39.4,0.44,19.8,3.7
2024-12-08,Bengaluru,12,5.5,10.7,0.1,4.9,0.3
2024-12-09,Bengaluru,21,9.7,15.3,0.17,4.4,0.9
2024-12-10,Bengaluru,47,22.5,30.5,0.28,11.3,2.9
2024-12-11,Bengaluru,40,15.9,27.1,0.32,12.8,2.4
2024-12-12,Bengaluru,47,20.5,32.8,0.42,14.6,3.8
2024-12-13,Bengaluru,45,18.8,29.2,0.41,11.0,3.1
2024-12-14,Bengaluru,37,17.7,22.5,0.33,7.9,2.4
2024-12-15,Bengaluru,45,20.6,31.8,0.34,12.9,2.2
2024-12-16,Bengaluru,30,12.4,20.5,0.19,10.2,1.6
2024-12-17,Bengaluru,34,11.3,35.9,0.39,8.0,2.7
2024-12-18,Bengaluru,35,20.6,27.9,0.28,4.8,1.7
2024-12-19,Bengaluru,36,16.8,20.9,0.25,11.2,1.5
2024-12-20,Bengaluru,12,9.1,10.9,0.11,0.5,0.3
2024-12-21,Bengaluru,57,23.9,49.1,0.43,15.4,3.7
2024-12-22,Bengaluru,34,16.4,21.4,0.22,7.7,1.8
2024-12-23,Bengaluru,38,20.2,28.9,0.33,10.9,1.7
2024-12-24,Bengaluru,42,19.3,35.3,0.28,7.7,2.6
2024-12-25,Bengaluru,41,17.9,30.9,0.37,10.6,2.3
2024-12-26,Bengaluru,43,15.7,31.5,0.34,15.3,2.4
2024-12-27,Bengaluru,45,23.0,29.6,0.43,16.1,2.7
2024-12-28,Bengaluru,31,18.8,27.2,0.25,11.5,2.5
2024-12-29,Bengaluru,44,20.5,35.9,0.35,9.5,2.2
2024-12-30,Bengaluru,30,15.0,16.6,0.25,12.1,2.5
2024-12-31,Bengaluru,28,8.8,17.1,0.17,4.5,1.7
2025-01-01,Bengaluru,48,24.5,33.6,0.37,14.2,2.8
2025-01-02,Bengaluru,52,24.7,37.1,0.32,17.6,2.8
2025-01-03,Bengaluru,47,15.4,35.2,0.38,13.5,4.3
2025-01-04,Bengaluru,35,18.2,28.9,0.25,11.4,2.0
2025-01-05,Bengaluru,49,27.9,37.5,0.38,15.8,3.6
2025-01-06,Bengaluru,27,10.8,23.6,0.21,5.7,1.9
2025-01-07,Bengaluru,15,5.7,11.6,0.1,2.0,0.7
2025-01-08,Bengaluru,44,15.4,30.9,0.36,14.7,2.5
2025-01-09,Bengaluru,29,12.4,18.9,0.26,7.4,0.4
2025-01-10,Bengaluru,78,35.5,58.9,0.55,18.9,4.6
2025-01-11,Bengaluru,45,22.4,34.9,0.3,7.6,2.6
2025-01-12,Bengaluru,33,11.1,28.9,0.19,10.5,1.3
2025-01-13,Bengaluru,27,15.0,18.6,0.3,11.4,1.7
2025-01-14,Bengaluru,39,20.7,32.0,0.33,9.9,1.5
2025-01-15,Bengaluru,27,19.3,21.9,0.2,10.1,1.2
2025-01-16,Bengaluru,39,17.8,31.6,0.3,9.0,1.9
2025-01-17,Bengaluru,39,17.5,21.5,0.25,11.2,2.3
2025-01-18,Bengaluru,42,18.8,44.1,0.34,11.0,2.6
2025-01-19,Bengaluru,54,24.2,43.9,0.45,14.5,3.3
2025-01-20,Bengaluru,50,23.2,32.6,0.38,9.8,3.1
2025-01-21,Bengaluru,55,20.7,42.0,0.49,17.6,3.9
2025-01-22,Bengaluru,12,6.9,2.0,0.1,5.0,0.8
2025-01-23,Bengaluru,47,18.4,42.6,0.41,14.9,2.3
2025-01-24,Bengaluru,18,7.2,10.4,0.18,6.2,0.7
2025-01-25,Bengaluru,65,34.7,51.8,0.54,18.9,3.1
2025-01-26,Bengaluru,48,21.9,33.1,0.37,8.7,2.3
2025-01-27,Bengaluru,12,10.6,4.3,0.11,5.6,0.5
2025-01-28,Bengaluru,50,22.4,43.5,0.34,11.8,3.1
2025-01-29,Bengaluru,12,5.2,11.9,0.1,0.6,0.5
2025-01-30,Bengaluru,36,15.3,33.3,0.33,11.1,2.3
2025-01-31,Bengaluru,33,12.3,18.8,0.23,9.2,1.4
2025-02-01,Bengaluru,50,21.9,35.5,0.46,9.1,2.8
2025-02-02,Bengaluru,21,10.2,19.6,0.1,3.4,0.4
2025-02-03,Bengaluru,43,18.3,30.9,0.33,10.1,3.1
2025-02-04,Bengaluru,45,16.7,30.2,0.32,15.4,3.1
2025-02-05,Bengaluru,36,21.3,34.3,0.28,9.3,2.0
2025-02-06,Bengaluru,32,19.6,19.0,0.3,10.3,1.8
2025-02-07,Bengaluru,54,19.6,40.1,0.41,17.0,3.4
2025-02-08,Bengaluru,24,14.5,20.4,0.14,6.0,0.8
2025-02-09,Bengaluru,46,21.2,32.8,0.35,9.7,2.9
2025-02-10,Bengaluru,23,10.4,8.3,0.19,6.4,1.6
2025-02-11,Bengaluru,47,24.3,27.2,0.37,17.2,2.9
2025-02-12,Bengaluru,39,17.3,27.3,0.25,12.7,2.6
2025-02-13,Bengaluru,33,14.6,21.9,0.18,6.4,1.3
2025-02-14,Bengaluru,41,17.1,26.0,0.31,13.0,2.6
2025-02-15,Bengaluru,45,19.6,41.8,0.38,11.6,2.7
2025-02-16,Bengaluru,33,13.9,26.9,0.29,8.4,3.3
2025-02-17,Bengaluru,40,13.0,36.1,0.35,11.7,2.2
2025-02-18,Bengaluru,47,26.0,36.3,0.3,6.3,3.0
2025-02-19,Bengaluru,34,15.0,21.5,0.23,8.0,1.7
2025-02-20,Bengaluru,12,7.1,3.0,0.1,4.1,1.2
2025-02-21,Bengaluru,47,18.1,40.2,0.29,12.8,3.1
2025-02-22,Bengaluru,30,19.8,29.1,0.27,6.5,1.8
2025-02-23,Bengaluru,49,18.7,35.8,0.44,10.7,3.1
2025-02-24,Bengaluru,16,4.4,9.5,0.15,3.1,1.0
2025-02-25,Bengaluru,33,13.3,31.0,0.21,10.8,2.0
2025-02-26,Bengaluru,34,11.6,19.8,0.24,9.2,2.3
2025-02-27,Bengaluru,30,12.8,22.1,0.26,9.7,1.1
2025-02-28,Bengaluru,42,22.6,24.9,0.34,11.4,2.2
2025-03-01,Bengaluru,56,25.3,49.6,0.45,16.6,3.1
2025-03-02,Bengaluru,42,20.1,33.6,0.37,12.5,1.9
2025-03-03,Bengaluru,36,18.7,17.2,0.3,9.9,2.6
2025-03-04,Bengaluru,41,16.5,27.2,0.3,12.6,1.3
2025-03-05,Bengaluru,70,28.9,53.5,0.58,16.3,4.1
2025-03-06,Bengaluru,32,14.7,23.4,0.19,6.8,1.2
2025-03-07,Bengaluru,28,12.3,20.7,0.14,7.8,2.0
2025-03-08,Bengaluru,48,20.0,28.1,0.36,11.6,3.1
2025-03-09,Bengaluru,43,23.2,32.0,0.36,10.9,2.0
2025-03-10,Bengaluru,52,27.1,42.5,0.42,12.6,3.7
2025-03-11,Bengaluru,44,25.9,27.2,0.4,13.4,2.5
2025-03-12,Bengaluru,60,28.2,40.3,0.47,14.9,3.4
2025-03-13,Bengaluru,54,27.3,41.6,0.39,15.9,3.6
2025-03-14,Bengaluru,24,11.1,17.0,0.24,7.5,1.7
2025-03-15,Bengaluru,67,30.2,55.0,0.53,19.1,3.3
2025-03-16,Bengaluru,31,7.9,20.7,0.25,10.2,1.4
2025-03-17,Bengaluru,50,26.9,34.3,0.32,14.6,2.4
2025-03-18,Bengaluru,40,20.8,39.4,0.27,9.7,2.2
2025-03-19,Bengaluru,39,23.3,26.6,0.29,14.2,2.6
2025-03-20,Bengaluru,53,21.1,37.1,0.37,16.4,3.8
2025-03-21,Bengaluru,41,17.4,29.1,0.25,10.1,2.8
2025-03-22,Bengaluru,32,14.7,17.5,0.25,7.8,1.3
2025-03-23,Bengaluru,12,7.9,4.2,0.1,3.4,0.1
2025-03-24,Bengaluru,60,30.9,39.7,0.54,14.1,3.9
2025-03-25,Bengaluru,44,19.3,42.3,0.29,13.5,2.9
2025-03-26,Bengaluru,73,29.6,51.6,0.62,20.0,4.1
2025-03-27,Bengaluru,53,23.1,35.3,0.46,15.6,3.0
2025-03-28,Bengaluru,70,28.8,56.1,0.54,18.1,3.6
2025-03-29,Bengaluru,46,19.2,24.4,0.31,12.4,2.7
2025-03-30,Bengaluru,40,16.9,22.6,0.28,13.6,2.9
2025-03-31,Bengaluru,49,23.5,41.3,0.34,13.8,2.4
2025-04-01,Bengaluru,61,28.6,50.5,0.48,20.4,3.8
2025-04-02,Bengaluru,35,12.5,31.3,0.29,11.2,0.8
2025-04-03,Bengaluru,72,30.9,47.0,0.57,22.3,5.5
2025-04-04,Bengaluru,43,17.2,28.4,0.39,10.0,2.9
2025-04-05,Bengaluru,67,30.7,42.4,0.52,15.8,3.7
2025-04-06,Bengaluru,53,27.5,40.8,0.4,18.0,2.9
2025-04-07,Bengaluru,40,20.1,32.3,0.29,11.4,2.6
2025-04-08,Bengaluru,50,23.9,35.0,0.43,14.0,2.8
2025-04-09,Bengaluru,62,27.6,39.3,0.46,17.5,3.0
2025-04-10,Bengaluru,67,37.3,44.6,0.52,17.1,4.0
2025-04-11,Bengaluru,12,4.7,5.4,0.15,3.5,0.2
2025-04-12,Bengaluru,68,27.7,43.2,0.54,22.9,3.2
2025-04-13,Bengaluru,63,30.6,44.0,0.53,16.0,3.9
2025-04-14,Bengaluru,65,25.7,53.9,0.55,15.2,4.2
2025-04-15,Bengaluru,63,28.6,48.9,0.49,17.8,3.9
2025-04-16,Bengaluru,45,15.7,40.2,0.3,14.1,2.7
2025-04-17,Bengaluru,60,28.6,40.3,0.53,15.4,2.9
2025-04-18,Bengaluru,81,37.0,65.1,0.61,18.9,5.7
2025-04-19,Bengaluru,43,20.8,35.5,0.33,12.5,3.4
2025-04-20,Bengaluru,66,32.5,39.5,0.58,15.4,4.5
2025-04-21,Bengaluru,55,24.5,40.8,0.43,13.8,3.2
2025-04-22,Bengaluru,82,40.8,57.1,0.67,23.2,4.8
2025-04-23,Bengaluru,71,33.3,57.5,0.53,23.8,5.0
2025-04-24,Bengaluru,24,7.1,20.0,0.21,7.7,2.2
2025-04-25,Bengaluru,71,38.1,55.3,0.55,24.7,4.7
2025-04-26,Bengaluru,37,16.9,30.9,0.29,10.6,1.8
2025-04-27,Bengaluru,65,29.6,49.5,0.55,17.0,3.2
2025-04-28,Bengaluru,67,33.3,46.9,0.51,18.1,3.7
2025-04-29,Bengaluru,70,28.9,59.5,0.59,22.1,4.9
