Date,City,Area,Average_Speed,Congestion_Index,Vehicle_Count,Peak_Hour,Accident_Count
2026-01-28,New Delhi,Downtown,17.3,79.2,55627,08:00 - 10:00,10
2026-01-28,New Delhi,Suburbs,48.7,30.3,24608,17:00 - 19:00,4
2026-01-28,New Delhi,Industrial,34.5,38.8,19549,08:00 - 10:00,3
2026-01-28,New Delhi,Residential,31.5,42.4,21295,17:00 - 19:00,2
2026-01-29,New Delhi,Downtown,10.0,79.1,54484,08:00 - 10:00,21
2026-01-29,New Delhi,Suburbs,48.6,30.1,23238,08:00 - 10:00,3
2026-01-29,New Delhi,Industrial,32.9,38.7,18648,17:00 - 19:00,1
2026-01-29,New Delhi,Residential,29.2,39.8,22587,17:00 - 19:00,4
2026-01-30,New Delhi,Downtown,12.3,91.6,55945,17:00 - 19:00,31
2026-01-30,New Delhi,Suburbs,41.7,38.8,24677,17:00 - 19:00,6
2026-01-30,New Delhi,Industrial,24.3,51.8,18820,17:00 - 19:00,3
2026-01-30,New Delhi,Residential,21.5,40.1,21746,17:00 - 19:00,3
2026-01-31,New Delhi,Downtown,17.9,44.4,31895,12:00 - 14:00,4
2026-01-31,New Delhi,Suburbs,47.9,33.6,26643,12:00 - 14:00,2
2026-01-31,New Delhi,Industrial,37.2,18.2,9958,12:00 - 14:00,1
2026-01-31,New Delhi,Residential,35.2,17.4,9094,12:00 - 14:00,0
2026-02-01,New Delhi,Downtown,21.1,43.3,29203,12:00 - 14:00,3
2026-02-01,New Delhi,Suburbs,42.6,35.3,26913,12:00 - 14:00,3
2026-02-01,New Delhi,Industrial,36.8,18.7,8832,12:00 - 14:00,1
2026-02-01,New Delhi,Residential,33.5,19.3,10822,12:00 - 14:00,1
2026-02-02,New Delhi,Downtown,10.0,87.3,56143,08:00 - 10:00,24
2026-02-02,New Delhi,Suburbs,52.9,27.1,25944,17:00 - 19:00,1
2026-02-02,New Delhi,Industrial,31.6,43.6,18998,17:00 - 19:00,2
2026-02-02,New Delhi,Residential,26.7,46.3,23333,08:00 - 10:00,5
2026-02-03,New Delhi,Downtown,15.4,78.9,53686,17:00 - 19:00,20
2026-02-03,New Delhi,Suburbs,44.5,29.5,24753,08:00 - 10:00,1
2026-02-03,New Delhi,Industrial,33.7,38.2,18720,17:00 - 19:00,2
2026-02-03,New Delhi,Residential,31.9,36.1,22794,08:00 - 10:00,2
2026-02-04,New Delhi,Downtown,13.3,75.8,59849,08:00 - 10:00,14
2026-02-04,New Delhi,Suburbs,42.3,34.5,25044,17:00 - 19:00,3
2026-02-04,New Delhi,Industrial,33.6,39.5,19126,17:00 - 19:00,4
2026-02-04,New Delhi,Residential,32.9,36.3,21442,17:00 - 19:00,2
2026-02-05,New Delhi,Downtown,10.0,84.3,56072,08:00 - 10:00,14
2026-02-05,New Delhi,Suburbs,45.4,35.8,26176,17:00 - 19:00,3
2026-02-05,New Delhi,Industrial,36.8,39.8,18652,08:00 - 10:00,2
2026-02-05,New Delhi,Residential,27.5,33.5,22736,08:00 - 10:00,1
2026-02-06,New Delhi,Downtown,15.8,83.5,57203,17:00 - 19:00,9
2026-02-06,New Delhi,Suburbs,47.8,33.2,26019,17:00 - 19:00,4
2026-02-06,New Delhi,Industrial,30.5,38.2,18035,08:00 - 10:00,3
2026-02-06,New Delhi,Residential,31.0,36.3,22783,08:00 - 10:00,2
2026-02-07,New Delhi,Downtown,28.1,35.7,22290,12:00 - 14:00,2
2026-02-07,New Delhi,Suburbs,50.3,32.4,28462,12:00 - 14:00,4
2026-02-07,New Delhi,Industrial,34.2,25.7,10056,12:00 - 14:00,1
2026-02-07,New Delhi,Residential,29.6,19.9,12857,12:00 - 14:00,0
2026-02-08,New Delhi,Downtown,21.7,34.7,26270,12:00 - 14:00,4
2026-02-08,New Delhi,Suburbs,43.7,36.6,28807,12:00 - 14:00,4
2026-02-08,New Delhi,Industrial,37.2,14.1,9357,12:00 - 14:00,0
2026-02-08,New Delhi,Residential,39.7,18.3,11964,12:00 - 14:00,0
2026-02-09,New Delhi,Downtown,21.6,77.5,47951,17:00 - 19:00,18
2026-02-09,New Delhi,Suburbs,43.7,30.1,26137,08:00 - 10:00,1
2026-02-09,New Delhi,Industrial,31.6,45.0,19586,17:00 - 19:00,2
2026-02-09,New Delhi,Residential,25.2,35.5,21884,08:00 - 10:00,3
2026-02-10,New Delhi,Downtown,13.7,85.2,55398,17:00 - 19:00,20
2026-02-10,New Delhi,Suburbs,41.7,30.6,25304,08:00 - 10:00,1
2026-02-10,New Delhi,Industrial,34.3,37.2,18734,17:00 - 19:00,2
2026-02-10,New Delhi,Residential,31.4,34.7,23139,08:00 - 10:00,3
2026-02-11,New Delhi,Downtown,12.3,84.1,53600,17:00 - 19:00,9
2026-02-11,New Delhi,Suburbs,51.2,31.3,24190,17:00 - 19:00,3
2026-02-11,New Delhi,Industrial,31.1,45.6,18743,08:00 - 10:00,2
2026-02-11,New Delhi,Residential,25.1,39.3,24102,17:00 - 19:00,2
2026-02-12,New Delhi,Downtown,11.6,84.5,56158,17:00 - 19:00,9
2026-02-12,New Delhi,Suburbs,41.8,34.8,25004,17:00 - 19:00,3
2026-02-12,New Delhi,Industrial,34.1,47.1,18465,17:00 - 19:00,4
2026-02-12,New Delhi,Residential,30.9,34.1,21332,17:00 - 19:00,2
2026-02-13,New Delhi,Downtown,13.4,82.1,57436,17:00 - 19:00,18
2026-02-13,New Delhi,Suburbs,44.4,32.3,25575,08:00 - 10:00,4
2026-02-13,New Delhi,Industrial,34.4,46.5,18618,08:00 - 10:00,2
2026-02-13,New Delhi,Residential,30.9,36.8,23459,17:00 - 19:00,3
2026-02-14,New Delhi,Downtown,20.0,42.5,26425,12:00 - 14:00,3
2026-02-14,New Delhi,Suburbs,46.3,31.0,28668,12:00 - 14:00,4
2026-02-14,New Delhi,Industrial,38.3,24.3,10863,12:00 - 14:00,1
2026-02-14,New Delhi,Residential,35.4,15.7,12484,12:00 - 14:00,0
2026-02-15,New Delhi,Downtown,16.7,50.7,28737,12:00 - 14:00,5
2026-02-15,New Delhi,Suburbs,45.3,26.8,26191,12:00 - 14:00,3
2026-02-15,New Delhi,Industrial,40.6,18.5,8102,12:00 - 14:00,0
2026-02-15,New Delhi,Residential,33.6,13.5,10788,12:00 - 14:00,0
2026-02-16,New Delhi,Downtown,15.0,85.3,53729,17:00 - 19:00,9
2026-02-16,New Delhi,Suburbs,47.0,32.8,23435,08:00 - 10:00,3
2026-02-16,New Delhi,Industrial,25.7,46.9,19240,17:00 - 19:00,2
2026-02-16,New Delhi,Residential,29.7,36.6,23678,08:00 - 10:00,2
2026-02-17,New Delhi,Downtown,10.0,86.9,57261,17:00 - 19:00,23
2026-02-17,New Delhi,Suburbs,50.2,33.3,24468,08:00 - 10:00,2
2026-02-17,New Delhi,Industrial,28.6,43.0,19533,08:00 - 10:00,3
2026-02-17,New Delhi,Residential,27.2,46.1,21361,17:00 - 19:00,3
2026-02-18,New Delhi,Downtown,18.8,84.3,56071,17:00 - 19:00,19
2026-02-18,New Delhi,Suburbs,42.5,36.6,26477,17:00 - 19:00,4
2026-02-18,New Delhi,Industrial,25.7,51.8,17770,08:00 - 10:00,2
2026-02-18,New Delhi,Residential,24.3,40.7,24541,17:00 - 19:00,2
2026-02-19,New Delhi,Downtown,16.8,88.9,62036,17:00 - 19:00,22
2026-02-19,New Delhi,Suburbs,49.8,31.9,23474,08:00 - 10:00,3
2026-02-19,New Delhi,Industrial,27.7,42.5,18422,17:00 - 19:00,3
2026-02-19,New Delhi,Residential,29.0,45.0,23178,08:00 - 10:00,4
2026-02-20,New Delhi,Downtown,21.2,70.5,56871,08:00 - 10:00,20
2026-02-20,New Delhi,Suburbs,49.1,35.8,25392,17:00 - 19:00,4
2026-02-20,New Delhi,Industrial,23.0,39.7,19302,08:00 - 10:00,3
2026-02-20,New Delhi,Residential,28.9,36.4,24464,08:00 - 10:00,3
2026-02-21,New Delhi,Downtown,24.7,39.7,28387,12:00 - 14:00,2
2026-02-21,New Delhi,Suburbs,50.0,29.7,28226,12:00 - 14:00,3
2026-02-21,New Delhi,Industrial,41.7,18.0,9313,12:00 - 14:00,1
2026-02-21,New Delhi,Residential,36.2,15.5,10715,12:00 - 14:00,0
2026-02-22,New Delhi,Downtown,21.5,45.5,27119,12:00 - 14:00,4
2026-02-22,New Delhi,Suburbs,46.3,28.1,26838,12:00 - 14:00,2
2026-02-22,New Delhi,Industrial,38.4,21.3,9476,12:00 - 14:00,0
2026-02-22,New Delhi,Residential,35.8,12.9,10050,12:00 - 14:00,0
2026-02-23,New Delhi,Downtown,11.5,82.1,58425,17:00 - 19:00,9
2026-02-23,New Delhi,Suburbs,44.3,28.2,25725,08:00 - 10:00,2
2026-02-23,New Delhi,Industrial,33.9,48.6,18664,17:00 - 19:00,4
2026-02-23,New Delhi,Residential,26.5,36.7,23165,17:00 - 19:00,3
2026-02-24,New Delhi,Downtown,14.6,82.2,58195,08:00 - 10:00,20
2026-02-24,New Delhi,Suburbs,50.5,22.8,23601,17:00 - 19:00,2
2026-02-24,New Delhi,Industrial,31.0,41.4,18695,17:00 - 19:00,3
2026-02-24,New Delhi,Residential,28.0,36.2,22501,17:00 - 19:00,4
2026-02-25,New Delhi,Downtown,16.0,80.9,58299,17:00 - 19:00,19
2026-02-25,New Delhi,Suburbs,46.3,22.9,26262,08:00 - 10:00,2
2026-02-25,New Delhi,Industrial,28.8,47.3,17936,08:00 - 10:00,4
2026-02-25,New Delhi,Residential,34.1,35.9,21988,17:00 - 19:00,3
2026-02-26,New Delhi,Downtown,10.4,87.6,58176,08:00 - 10:00,24
2026-02-26,New Delhi,Suburbs,43.7,37.9,23591,08:00 - 10:00,2
2026-02-26,New Delhi,Industrial,32.3,43.9,18718,17:00 - 19:00,2
2026-02-26,New Delhi,Residential,30.2,40.3,23712,08:00 - 10:00,4
2026-02-27,New Delhi,Downtown,10.0,88.4,53117,17:00 - 19:00,20
2026-02-27,New Delhi,Suburbs,44.9,41.1,25580,08:00 - 10:00,7
2026-02-27,New Delhi,Industrial,27.6,47.9,19500,08:00 - 10:00,6
2026-02-27,New Delhi,Residential,23.1,46.8,22574,08:00 - 10:00,4
2026-02-28,New Delhi,Downtown,20.4,44.6,28009,12:00 - 14:00,6
2026-02-28,New Delhi,Suburbs,42.7,35.3,29114,12:00 - 14:00,2
2026-02-28,New Delhi,Industrial,40.2,20.7,9519,12:00 - 14:00,1
2026-02-28,New Delhi,Residential,37.3,21.8,9803,12:00 - 14:00,1
2026-03-01,New Delhi,Downtown,20.2,41.9,28933,12:00 - 14:00,4
2026-03-01,New Delhi,Suburbs,46.3,29.9,28708,12:00 - 14:00,2
2026-03-01,New Delhi,Industrial,37.8,15.7,9822,12:00 - 14:00,1
2026-03-01,New Delhi,Residential,29.3,16.9,10229,12:00 - 14:00,1
2026-03-02,New Delhi,Downtown,12.1,87.5,59029,08:00 - 10:00,23
2026-03-02,New Delhi,Suburbs,46.7,38.3,22943,08:00 - 10:00,2
2026-03-02,New Delhi,Industrial,36.4,42.2,18899,17:00 - 19:00,2
2026-03-02,New Delhi,Residential,33.8,41.9,21855,17:00 - 19:00,3
2026-03-03,New Delhi,Downtown,10.0,84.5,56109,08:00 - 10:00,19
2026-03-03,New Delhi,Suburbs,46.5,33.8,24615,08:00 - 10:00,2
2026-03-03,New Delhi,Industrial,28.5,43.8,18754,08:00 - 10:00,4
2026-03-03,New Delhi,Residential,29.0,39.9,21998,08:00 - 10:00,4
2026-03-04,New Delhi,Downtown,14.9,85.3,54964,17:00 - 19:00,20
2026-03-04,New Delhi,Suburbs,48.9,29.0,24891,17:00 - 19:00,3
2026-03-04,New Delhi,Industrial,33.1,46.3,20069,08:00 - 10:00,3
2026-03-04,New Delhi,Residential,29.1,35.3,21522,08:00 - 10:00,1
2026-03-05,New Delhi,Downtown,10.0,77.7,55541,08:00 - 10:00,19
2026-03-05,New Delhi,Suburbs,42.0,29.2,26179,17:00 - 19:00,2
2026-03-05,New Delhi,Industrial,32.1,46.2,17553,17:00 - 19:00,3
2026-03-05,New Delhi,Residential,28.4,37.7,21716,17:00 - 19:00,3
2026-03-06,New Delhi,Downtown,16.6,80.3,55780,17:00 - 19:00,10
2026-03-06,New Delhi,Suburbs,51.8,29.3,25571,17:00 - 19:00,2
2026-03-06,New Delhi,Industrial,33.4,46.3,17279,17:00 - 19:00,4
2026-03-06,New Delhi,Residential,28.7,41.0,21689,17:00 - 19:00,3
2026-03-07,New Delhi,Downtown,25.1,44.3,26313,12:00 - 14:00,2
2026-03-07,New Delhi,Suburbs,43.3,37.3,27087,12:00 - 14:00,4
2026-03-07,New Delhi,Industrial,32.8,23.4,10218,12:00 - 14:00,1
2026-03-07,New Delhi,Residential,35.5,17.9,10983,12:00 - 14:00,1
2026-03-08,New Delhi,Downtown,28.3,42.4,27714,12:00 - 14:00,3
2026-03-08,New Delhi,Suburbs,46.2,31.7,28159,12:00 - 14:00,3
2026-03-08,New Delhi,Industrial,39.7,21.1,9210,12:00 - 14:00,0
2026-03-08,New Delhi,Residential,32.4,20.3,10883,12:00 - 14:00,0
2026-03-09,New Delhi,Downtown,10.0,84.2,57823,08:00 - 10:00,17
2026-03-09,New Delhi,Suburbs,43.6,40.1,26238,17:00 - 19:00,5
2026-03-09,New Delhi,Industrial,29.7,52.4,19831,08:00 - 10:00,5
2026-03-09,New Delhi,Residential,27.0,40.0,22564,17:00 - 19:00,3
2026-03-10,New Delhi,Downtown,16.9,79.3,60261,17:00 - 19:00,11
2026-03-10,New Delhi,Suburbs,52.0,32.5,25423,08:00 - 10:00,2
2026-03-10,New Delhi,Industrial,27.6,38.0,18349,08:00 - 10:00,3
2026-03-10,New Delhi,Residential,34.5,34.2,22347,08:00 - 10:00,4
2026-03-11,New Delhi,Downtown,10.0,76.3,53696,17:00 - 19:00,13
2026-03-11,New Delhi,Suburbs,38.2,38.6,26563,17:00 - 19:00,4
2026-03-11,New Delhi,Industrial,33.6,41.1,17943,08:00 - 10:00,3
2026-03-11,New Delhi,Residential,30.7,41.1,21423,17:00 - 19:00,2
2026-03-12,New Delhi,Downtown,16.9,84.5,58249,08:00 - 10:00,20
2026-03-12,New Delhi,Suburbs,52.5,26.9,23992,08:00 - 10:00,3
2026-03-12,New Delhi,Industrial,36.5,36.9,19215,08:00 - 10:00,2
2026-03-12,New Delhi,Residential,33.4,42.7,22755,17:00 - 19:00,2
2026-03-13,New Delhi,Downtown,10.0,82.0,57708,08:00 - 10:00,32
2026-03-13,New Delhi,Suburbs,41.0,39.4,24173,08:00 - 10:00,6
2026-03-13,New Delhi,Industrial,31.1,48.5,18583,17:00 - 19:00,5
2026-03-13,New Delhi,Residential,27.9,40.4,22824,08:00 - 10:00,5
2026-03-14,New Delhi,Downtown,24.5,40.5,24658,12:00 - 14:00,4
2026-03-14,New Delhi,Suburbs,45.3,30.9,27692,12:00 - 14:00,2
2026-03-14,New Delhi,Industrial,42.4,22.9,10046,12:00 - 14:00,0
2026-03-14,New Delhi,Residential,37.8,17.9,10415,12:00 - 14:00,1
2026-03-15,New Delhi,Downtown,23.4,44.3,29047,12:00 - 14:00,6
2026-03-15,New Delhi,Suburbs,48.9,30.5,29270,12:00 - 14:00,2
2026-03-15,New Delhi,Industrial,31.6,20.6,9685,12:00 - 14:00,0
2026-03-15,New Delhi,Residential,35.8,12.9,13339,12:00 - 14:00,0
2026-03-16,New Delhi,Downtown,14.0,78.6,55260,17:00 - 19:00,19
2026-03-16,New Delhi,Suburbs,49.0,31.5,23937,08:00 - 10:00,3
2026-03-16,New Delhi,Industrial,32.4,50.4,19956,17:00 - 19:00,4
2026-03-16,New Delhi,Residential,30.5,31.5,22206,08:00 - 10:00,3
2026-03-17,New Delhi,Downtown,10.0,88.1,58731,08:00 - 10:00,13
2026-03-17,New Delhi,Suburbs,38.3,36.7,24824,08:00 - 10:00,4
2026-03-17,New Delhi,Industrial,29.5,47.1,18836,17:00 - 19:00,3
2026-03-17,New Delhi,Residential,25.9,46.4,24673,17:00 - 19:00,5
2026-03-18,New Delhi,Downtown,13.6,88.0,55283,08:00 - 10:00,20
2026-03-18,New Delhi,Suburbs,48.1,26.7,24376,17:00 - 19:00,1
2026-03-18,New Delhi,Industrial,32.4,39.3,19825,08:00 - 10:00,3
2026-03-18,New Delhi,Residential,25.3,40.0,21974,17:00 - 19:00,4
2026-03-19,New Delhi,Downtown,10.4,82.0,57900,17:00 - 19:00,11
2026-03-19,New Delhi,Suburbs,44.3,33.6,25795,17:00 - 19:00,2
2026-03-19,New Delhi,Industrial,29.1,46.7,18861,08:00 - 10:00,3
2026-03-19,New Delhi,Residential,33.0,28.2,22846,08:00 - 10:00,3
2026-03-20,New Delhi,Downtown,12.5,88.5,52921,08:00 - 10:00,9
2026-03-20,New Delhi,Suburbs,52.1,30.2,25111,08:00 - 10:00,3
2026-03-20,New Delhi,Industrial,27.5,50.2,19568,08:00 - 10:00,2
2026-03-20,New Delhi,Residential,29.5,32.7,21994,08:00 - 10:00,1
2026-03-21,New Delhi,Downtown,23.9,43.0,25254,12:00 - 14:00,2
2026-03-21,New Delhi,Suburbs,43.7,35.5,27067,12:00 - 14:00,2
2026-03-21,New Delhi,Industrial,32.7,22.7,9970,12:00 - 14:00,1
2026-03-21,New Delhi,Residential,33.4,19.0,13399,12:00 - 14:00,0
2026-03-22,New Delhi,Downtown,17.1,47.8,30275,12:00 - 14:00,3
2026-03-22,New Delhi,Suburbs,50.0,40.6,26716,12:00 - 14:00,2
2026-03-22,New Delhi,Industrial,35.4,27.3,9655,12:00 - 14:00,1
2026-03-22,New Delhi,Residential,40.6,15.9,9749,12:00 - 14:00,1
2026-03-23,New Delhi,Downtown,10.0,84.4,62712,17:00 - 19:00,14
2026-03-23,New Delhi,Suburbs,42.4,36.5,24672,17:00 - 19:00,3
2026-03-23,New Delhi,Industrial,29.3,48.7,19390,08:00 - 10:00,3
2026-03-23,New Delhi,Residential,27.6,36.3,21987,08:00 - 10:00,4
2026-03-24,New Delhi,Downtown,10.5,79.4,51597,17:00 - 19:00,17
2026-03-24,New Delhi,Suburbs,49.3,31.0,24469,08:00 - 10:00,4
2026-03-24,New Delhi,Industrial,29.3,42.7,20226,08:00 - 10:00,2
2026-03-24,New Delhi,Residential,31.4,36.5,23102,08:00 - 10:00,3
2026-03-25,New Delhi,Downtown,11.0,75.4,57221,08:00 - 10:00,14
2026-03-25,New Delhi,Suburbs,45.0,33.0,26339,17:00 - 19:00,3
2026-03-25,New Delhi,Industrial,30.8,47.5,19549,08:00 - 10:00,2
2026-03-25,New Delhi,Residential,31.8,37.5,22961,17:00 - 19:00,3
2026-03-26,New Delhi,Downtown,13.1,80.8,57761,08:00 - 10:00,16
2026-03-26,New Delhi,Suburbs,48.2,29.7,25228,08:00 - 10:00,4
2026-03-26,New Delhi,Industrial,33.3,41.3,20193,17:00 - 19:00,4
2026-03-26,New Delhi,Residential,32.0,36.3,22389,08:00 - 10:00,2
2026-03-27,New Delhi,Downtown,18.3,81.3,58409,17:00 - 19:00,12
2026-03-27,New Delhi,Suburbs,45.5,24.1,25007,17:00 - 19:00,2
2026-03-27,New Delhi,Industrial,30.4,40.7,18850,08:00 - 10:00,2
2026-03-27,New Delhi,Residential,26.0,43.3,24927,17:00 - 19:00,2
2026-03-28,New Delhi,Downtown,24.0,45.2,27350,12:00 - 14:00,5
2026-03-28,New Delhi,Suburbs,45.6,39.5,28278,12:00 - 14:00,2
2026-03-28,New Delhi,Industrial,35.7,15.8,9046,12:00 - 14:00,0
2026-03-28,New Delhi,Residential,36.9,17.7,10382,12:00 - 14:00,0
2026-03-29,New Delhi,Downtown,19.3,46.5,26308,12:00 - 14:00,2
2026-03-29,New Delhi,Suburbs,48.7,31.3,26272,12:00 - 14:00,3
2026-03-29,New Delhi,Industrial,39.3,14.7,10427,12:00 - 14:00,0
2026-03-29,New Delhi,Residential,29.9,18.7,10450,12:00 - 14:00,1
2026-03-30,New Delhi,Downtown,10.0,92.0,53174,08:00 - 10:00,35
2026-03-30,New Delhi,Suburbs,45.9,41.3,23371,08:00 - 10:00,6
2026-03-30,New Delhi,Industrial,22.0,53.5,18186,17:00 - 19:00,4
2026-03-30,New Delhi,Residential,25.0,46.7,22898,17:00 - 19:00,7
2026-03-31,New Delhi,Downtown,15.5,79.8,56760,08:00 - 10:00,20
2026-03-31,New Delhi,Suburbs,48.5,34.6,24116,17:00 - 19:00,3
2026-03-31,New Delhi,Industrial,26.3,46.3,18416,08:00 - 10:00,3
2026-03-31,New Delhi,Residential,36.3,37.9,21550,17:00 - 19:00,2
2026-04-01,New Delhi,Downtown,12.2,85.6,54092,17:00 - 19:00,23
2026-04-01,New Delhi,Suburbs,47.1,30.4,24986,08:00 - 10:00,1
2026-04-01,New Delhi,Industrial,30.9,44.5,17827,08:00 - 10:00,2
2026-04-01,New Delhi,Residential,26.4,36.3,21161,08:00 - 10:00,3
2026-04-02,New Delhi,Downtown,12.3,80.0,57504,17:00 - 19:00,9
2026-04-02,New Delhi,Suburbs,48.4,32.3,24393,08:00 - 10:00,2
2026-04-02,New Delhi,Industrial,29.9,49.4,19004,08:00 - 10:00,2
2026-04-02,New Delhi,Residential,27.2,41.9,23169,08:00 - 10:00,2
2026-04-03,New Delhi,Downtown,12.5,77.0,53528,08:00 - 10:00,9
2026-04-03,New Delhi,Suburbs,46.4,33.9,26428,08:00 - 10:00,2
2026-04-03,New Delhi,Industrial,36.2,39.0,18068,17:00 - 19:00,2
2026-04-03,New Delhi,Residential,34.5,29.8,22782,08:00 - 10:00,2
2026-04-04,New Delhi,Downtown,22.8,36.7,30202,12:00 - 14:00,3
2026-04-04,New Delhi,Suburbs,42.0,41.0,28931,12:00 - 14:00,5
2026-04-04,New Delhi,Industrial,41.8,19.7,9970,12:00 - 14:00,1
2026-04-04,New Delhi,Residential,35.4,18.3,10755,12:00 - 14:00,1
2026-04-05,New Delhi,Downtown,25.4,50.7,25903,12:00 - 14:00,8
2026-04-05,New Delhi,Suburbs,38.6,49.2,26482,12:00 - 14:00,4
2026-04-05,New Delhi,Industrial,36.2,29.9,10644,12:00 - 14:00,2
2026-04-05,New Delhi,Residential,28.4,33.5,10284,12:00 - 14:00,2
2026-04-06,New Delhi,Downtown,15.9,77.4,53554,08:00 - 10:00,12
2026-04-06,New Delhi,Suburbs,45.9,31.9,23919,17:00 - 19:00,2
2026-04-06,New Delhi,Industrial,35.4,45.1,19357,17:00 - 19:00,3
2026-04-06,New Delhi,Residential,34.9,38.1,21688,08:00 - 10:00,1
2026-04-07,New Delhi,Downtown,13.7,74.0,52312,08:00 - 10:00,18
2026-04-07,New Delhi,Suburbs,47.1,35.4,25583,17:00 - 19:00,3
2026-04-07,New Delhi,Industrial,32.1,40.8,18798,08:00 - 10:00,2
2026-04-07,New Delhi,Residential,30.0,32.2,21581,17:00 - 19:00,2
2026-04-08,New Delhi,Downtown,15.1,84.2,52864,17:00 - 19:00,10
2026-04-08,New Delhi,Suburbs,47.6,26.7,26016,17:00 - 19:00,3
2026-04-08,New Delhi,Industrial,30.4,46.5,18842,17:00 - 19:00,2
2026-04-08,New Delhi,Residential,27.2,42.2,23405,17:00 - 19:00,3
2026-04-09,New Delhi,Downtown,15.5,78.3,58363,08:00 - 10:00,21
2026-04-09,New Delhi,Suburbs,48.0,29.9,25979,08:00 - 10:00,4
2026-04-09,New Delhi,Industrial,31.6,45.9,18219,17:00 - 19:00,2
2026-04-09,New Delhi,Residential,28.1,39.0,20302,17:00 - 19:00,3
2026-04-10,New Delhi,Downtown,10.0,87.3,56619,08:00 - 10:00,16
2026-04-10,New Delhi,Suburbs,48.6,31.7,24604,17:00 - 19:00,2
2026-04-10,New Delhi,Industrial,32.2,41.0,19866,17:00 - 19:00,3
2026-04-10,New Delhi,Residential,28.3,41.8,22235,17:00 - 19:00,4
2026-04-11,New Delhi,Downtown,23.0,35.9,26111,12:00 - 14:00,3
2026-04-11,New Delhi,Suburbs,45.8,38.2,28023,12:00 - 14:00,3
2026-04-11,New Delhi,Industrial,42.1,18.9,9325,12:00 - 14:00,0
2026-04-11,New Delhi,Residential,36.0,24.0,11921,12:00 - 14:00,1
2026-04-12,New Delhi,Downtown,27.7,39.8,25945,12:00 - 14:00,5
2026-04-12,New Delhi,Suburbs,45.1,36.6,29018,12:00 - 14:00,3
2026-04-12,New Delhi,Industrial,42.3,19.5,11013,12:00 - 14:00,0
2026-04-12,New Delhi,Residential,33.3,16.6,9310,12:00 - 14:00,1
2026-04-13,New Delhi,Downtown,10.0,83.2,55021,08:00 - 10:00,15
2026-04-13,New Delhi,Suburbs,38.0,48.0,23891,08:00 - 10:00,4
2026-04-13,New Delhi,Industrial,27.9,43.1,19089,17:00 - 19:00,6
2026-04-13,New Delhi,Residential,26.8,45.6,23486,17:00 - 19:00,4
2026-04-14,New Delhi,Downtown,15.9,75.2,57518,08:00 - 10:00,8
2026-04-14,New Delhi,Suburbs,48.9,34.0,25651,08:00 - 10:00,4
2026-04-14,New Delhi,Industrial,27.7,47.7,19059,17:00 - 19:00,3
2026-04-14,New Delhi,Residential,34.8,33.7,23892,17:00 - 19:00,4
2026-04-15,New Delhi,Downtown,13.4,79.0,57873,08:00 - 10:00,17
2026-04-15,New Delhi,Suburbs,49.3,30.3,24554,08:00 - 10:00,2
2026-04-15,New Delhi,Industrial,31.2,36.2,19654,17:00 - 19:00,3
2026-04-15,New Delhi,Residential,26.6,34.3,23980,17:00 - 19:00,3
2026-04-16,New Delhi,Downtown,11.2,81.3,52535,08:00 - 10:00,19
2026-04-16,New Delhi,Suburbs,44.9,36.0,25065,08:00 - 10:00,2
2026-04-16,New Delhi,Industrial,32.8,47.2,19428,17:00 - 19:00,4
2026-04-16,New Delhi,Residential,24.8,40.4,22699,17:00 - 19:00,4
2026-04-17,New Delhi,Downtown,10.0,86.3,55361,17:00 - 19:00,22
2026-04-17,New Delhi,Suburbs,44.7,29.1,24045,17:00 - 19:00,1
2026-04-17,New Delhi,Industrial,35.1,37.4,19632,08:00 - 10:00,4
2026-04-17,New Delhi,Residential,32.4,44.1,21741,08:00 - 10:00,4
2026-04-18,New Delhi,Downtown,15.4,45.3,27738,12:00 - 14:00,4
2026-04-18,New Delhi,Suburbs,50.5,32.6,27364,12:00 - 14:00,2
2026-04-18,New Delhi,Industrial,34.5,24.0,9511,12:00 - 14:00,1
2026-04-18,New Delhi,Residential,34.5,21.2,10440,12:00 - 14:00,1
2026-04-19,New Delhi,Downtown,19.9,37.7,26584,12:00 - 14:00,4
2026-04-19,New Delhi,Suburbs,47.8,34.6,28038,12:00 - 14:00,2
2026-04-19,New Delhi,Industrial,38.7,24.9,7995,12:00 - 14:00,1
2026-04-19,New Delhi,Residential,39.1,22.4,11364,12:00 - 14:00,1
2026-04-20,New Delhi,Downtown,10.8,79.6,59092,08:00 - 10:00,18
2026-04-20,New Delhi,Suburbs,51.3,26.3,25281,17:00 - 19:00,3
2026-04-20,New Delhi,Industrial,31.7,47.2,18853,17:00 - 19:00,4
2026-04-20,New Delhi,Residential,25.2,40.1,22832,08:00 - 10:00,3
2026-04-21,New Delhi,Downtown,15.7,83.8,55130,17:00 - 19:00,21
2026-04-21,New Delhi,Suburbs,49.0,25.5,25785,17:00 - 19:00,3
2026-04-21,New Delhi,Industrial,31.8,45.0,19418,17:00 - 19:00,3
2026-04-21,New Delhi,Residential,32.7,36.3,21784,08:00 - 10:00,2
2026-04-22,New Delhi,Downtown,10.1,72.1,52620,08:00 - 10:00,14
2026-04-22,New Delhi,Suburbs,46.8,31.3,24835,08:00 - 10:00,3
2026-04-22,New Delhi,Industrial,36.3,34.8,18242,17:00 - 19:00,2
2026-04-22,New Delhi,Residential,29.9,32.1,23421,08:00 - 10:00,3
