Date,City,District,Crime_Category,Arrest_Status,Case_Status
2026-05-26,New Delhi,District A,Vandalism,Arrested,Solved
2026-05-26,New Delhi,District A,Theft,Not Arrested,Active
2026-05-26,New Delhi,District A,Theft,Not Arrested,Active
2026-05-26,New Delhi,District B,Assault,Arrested,Solved
2026-05-26,New Delhi,District B,Theft,Not Arrested,Solved
2026-05-26,New Delhi,District B,Assault,Arrested,Solved
2026-05-26,New Delhi,District D,Theft,Not Arrested,Active
2026-05-26,New Delhi,District A,Burglary,Not Arrested,Active
2026-05-26,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-05-26,New Delhi,District D,Vandalism,Not Arrested,Active
2026-05-27,New Delhi,District B,Burglary,Not Arrested,Active
2026-05-27,New Delhi,District B,Assault,Arrested,Solved
2026-05-27,New Delhi,District B,Assault,Arrested,Solved
2026-05-27,New Delhi,District A,Assault,Not Arrested,Active
2026-05-27,New Delhi,District C,Theft,Not Arrested,Active
2026-05-27,New Delhi,District C,Theft,Not Arrested,Active
2026-05-27,New Delhi,District C,Burglary,Not Arrested,Active
2026-05-27,New Delhi,District A,Vandalism,Not Arrested,Active
2026-05-27,New Delhi,District A,Theft,Not Arrested,Active
2026-05-27,New Delhi,District B,Theft,Not Arrested,Active
2026-05-28,New Delhi,District B,Theft,Not Arrested,Active
2026-05-28,New Delhi,District D,Theft,Not Arrested,Active
2026-05-28,New Delhi,District B,Theft,Arrested,Solved
2026-05-28,New Delhi,District C,Theft,Arrested,Solved
2026-05-28,New Delhi,District B,Theft,Arrested,Solved
2026-05-28,New Delhi,District B,Theft,Not Arrested,Active
2026-05-28,New Delhi,District D,Assault,Not Arrested,Active
2026-05-28,New Delhi,District B,Assault,Not Arrested,Active
2026-05-28,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-05-29,New Delhi,District B,Burglary,Not Arrested,Active
2026-05-29,New Delhi,District A,Theft,Not Arrested,Active
2026-05-29,New Delhi,District D,Theft,Not Arrested,Active
2026-05-29,New Delhi,District A,Theft,Not Arrested,Active
2026-05-29,New Delhi,District C,Assault,Arrested,Solved
2026-05-29,New Delhi,District C,Burglary,Not Arrested,Active
2026-05-29,New Delhi,District A,Assault,Not Arrested,Active
2026-05-29,New Delhi,District A,Theft,Not Arrested,Active
2026-05-29,New Delhi,District A,Assault,Arrested,Solved
2026-05-29,New Delhi,District B,Theft,Not Arrested,Solved
2026-05-29,New Delhi,District A,Assault,Arrested,Solved
2026-05-29,New Delhi,District B,Theft,Arrested,Solved
2026-05-29,New Delhi,District B,Vandalism,Not Arrested,Active
2026-05-29,New Delhi,District B,Vandalism,Not Arrested,Solved
2026-05-29,New Delhi,District B,Burglary,Arrested,Solved
2026-05-29,New Delhi,District A,Theft,Not Arrested,Active
2026-05-29,New Delhi,District C,Theft,Not Arrested,Solved
2026-05-30,New Delhi,District B,Assault,Arrested,Solved
2026-05-30,New Delhi,District C,Burglary,Not Arrested,Active
2026-05-30,New Delhi,District B,Theft,Arrested,Solved
2026-05-30,New Delhi,District C,Burglary,Not Arrested,Active
2026-05-30,New Delhi,District A,Theft,Not Arrested,Active
2026-05-30,New Delhi,District A,Burglary,Not Arrested,Active
2026-05-30,New Delhi,District B,Theft,Not Arrested,Active
2026-05-30,New Delhi,District A,Theft,Not Arrested,Active
2026-05-30,New Delhi,District A,Theft,Arrested,Solved
2026-05-30,New Delhi,District B,Theft,Not Arrested,Solved
2026-05-30,New Delhi,District D,Burglary,Not Arrested,Active
2026-05-31,New Delhi,District B,Theft,Not Arrested,Active
2026-05-31,New Delhi,District A,Assault,Not Arrested,Active
2026-05-31,New Delhi,District B,Assault,Arrested,Solved
2026-05-31,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-05-31,New Delhi,District A,Theft,Not Arrested,Active
2026-05-31,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-05-31,New Delhi,District B,Traffic Violation,Not Arrested,Active
2026-05-31,New Delhi,District A,Assault,Not Arrested,Active
2026-05-31,New Delhi,District C,Vandalism,Not Arrested,Solved
2026-05-31,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-01,New Delhi,District D,Vandalism,Arrested,Solved
2026-06-01,New Delhi,District B,Assault,Arrested,Solved
2026-06-01,New Delhi,District B,Theft,Arrested,Solved
2026-06-01,New Delhi,District D,Vandalism,Not Arrested,Active
2026-06-01,New Delhi,District C,Vandalism,Arrested,Solved
2026-06-01,New Delhi,District C,Assault,Not Arrested,Active
2026-06-01,New Delhi,District C,Assault,Not Arrested,Active
2026-06-02,New Delhi,District D,Burglary,Arrested,Solved
2026-06-02,New Delhi,District B,Vandalism,Arrested,Solved
2026-06-02,New Delhi,District D,Burglary,Not Arrested,Active
2026-06-02,New Delhi,District C,Theft,Arrested,Solved
2026-06-02,New Delhi,District B,Theft,Not Arrested,Solved
2026-06-02,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-02,New Delhi,District D,Theft,Not Arrested,Active
2026-06-02,New Delhi,District A,Theft,Not Arrested,Solved
2026-06-02,New Delhi,District C,Assault,Not Arrested,Active
2026-06-02,New Delhi,District B,Theft,Not Arrested,Active
2026-06-02,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-02,New Delhi,District A,Assault,Arrested,Solved
2026-06-02,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-02,New Delhi,District D,Theft,Not Arrested,Solved
2026-06-02,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-02,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-06-02,New Delhi,District A,Theft,Arrested,Solved
2026-06-02,New Delhi,District C,Burglary,Not Arrested,Active
2026-06-03,New Delhi,District C,Theft,Not Arrested,Active
2026-06-03,New Delhi,District C,Vandalism,Arrested,Solved
2026-06-03,New Delhi,District B,Theft,Not Arrested,Active
2026-06-03,New Delhi,District A,Theft,Not Arrested,Active
2026-06-03,New Delhi,District A,Assault,Arrested,Solved
2026-06-03,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-03,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-06-03,New Delhi,District C,Theft,Not Arrested,Active
2026-06-03,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-04,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-04,New Delhi,District D,Theft,Not Arrested,Active
2026-06-04,New Delhi,District A,Theft,Not Arrested,Active
2026-06-04,New Delhi,District D,Vandalism,Arrested,Solved
2026-06-04,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-04,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-04,New Delhi,District B,Theft,Not Arrested,Solved
2026-06-04,New Delhi,District A,Vandalism,Not Arrested,Solved
2026-06-04,New Delhi,District A,Burglary,Arrested,Solved
2026-06-04,New Delhi,District C,Theft,Not Arrested,Active
2026-06-04,New Delhi,District B,Theft,Not Arrested,Active
2026-06-04,New Delhi,District D,Theft,Not Arrested,Active
2026-06-05,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-05,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-05,New Delhi,District C,Theft,Arrested,Solved
2026-06-05,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-05,New Delhi,District B,Theft,Not Arrested,Active
2026-06-05,New Delhi,District C,Theft,Not Arrested,Active
2026-06-05,New Delhi,District A,Theft,Arrested,Solved
2026-06-05,New Delhi,District B,Assault,Not Arrested,Active
2026-06-05,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-05,New Delhi,District B,Theft,Not Arrested,Active
2026-06-05,New Delhi,District C,Assault,Arrested,Solved
2026-06-05,New Delhi,District D,Vandalism,Arrested,Solved
2026-06-05,New Delhi,District A,Vandalism,Arrested,Solved
2026-06-05,New Delhi,District A,Theft,Not Arrested,Active
2026-06-05,New Delhi,District A,Theft,Not Arrested,Active
2026-06-05,New Delhi,District B,Theft,Not Arrested,Active
2026-06-06,New Delhi,District A,Assault,Not Arrested,Solved
2026-06-06,New Delhi,District C,Theft,Not Arrested,Active
2026-06-06,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-06,New Delhi,District B,Theft,Not Arrested,Active
2026-06-06,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-06,New Delhi,District A,Theft,Not Arrested,Active
2026-06-07,New Delhi,District A,Assault,Arrested,Solved
2026-06-07,New Delhi,District D,Assault,Arrested,Solved
2026-06-07,New Delhi,District C,Theft,Not Arrested,Active
2026-06-07,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-07,New Delhi,District B,Theft,Arrested,Solved
2026-06-07,New Delhi,District A,Vandalism,Not Arrested,Solved
2026-06-07,New Delhi,District D,Vandalism,Not Arrested,Active
2026-06-07,New Delhi,District C,Assault,Not Arrested,Solved
2026-06-07,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-07,New Delhi,District A,Assault,Arrested,Solved
2026-06-07,New Delhi,District D,Burglary,Not Arrested,Active
2026-06-08,New Delhi,District A,Assault,Arrested,Solved
2026-06-08,New Delhi,District C,Theft,Not Arrested,Active
2026-06-08,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-08,New Delhi,District A,Theft,Not Arrested,Active
2026-06-08,New Delhi,District A,Burglary,Not Arrested,Solved
2026-06-08,New Delhi,District A,Assault,Arrested,Solved
2026-06-09,New Delhi,District A,Assault,Arrested,Solved
2026-06-09,New Delhi,District D,Assault,Arrested,Solved
2026-06-09,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-09,New Delhi,District A,Assault,Arrested,Solved
2026-06-09,New Delhi,District C,Assault,Not Arrested,Active
2026-06-09,New Delhi,District C,Assault,Not Arrested,Active
2026-06-09,New Delhi,District D,Burglary,Not Arrested,Solved
2026-06-09,New Delhi,District D,Vandalism,Not Arrested,Active
2026-06-09,New Delhi,District A,Assault,Not Arrested,Active
2026-06-09,New Delhi,District B,Theft,Not Arrested,Solved
2026-06-09,New Delhi,District A,Assault,Arrested,Solved
2026-06-09,New Delhi,District B,Theft,Not Arrested,Active
2026-06-09,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-10,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-10,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-06-10,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-10,New Delhi,District A,Theft,Arrested,Solved
2026-06-10,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-06-10,New Delhi,District C,Assault,Not Arrested,Active
2026-06-10,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-10,New Delhi,District A,Theft,Not Arrested,Active
2026-06-10,New Delhi,District A,Theft,Not Arrested,Solved
2026-06-10,New Delhi,District C,Theft,Not Arrested,Active
2026-06-10,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-10,New Delhi,District B,Assault,Arrested,Solved
2026-06-10,New Delhi,District B,Theft,Arrested,Solved
2026-06-10,New Delhi,District C,Theft,Not Arrested,Active
2026-06-11,New Delhi,District A,Theft,Arrested,Solved
2026-06-11,New Delhi,District C,Assault,Arrested,Solved
2026-06-11,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-11,New Delhi,District C,Burglary,Not Arrested,Active
2026-06-11,New Delhi,District D,Traffic Violation,Arrested,Solved
2026-06-11,New Delhi,District A,Theft,Not Arrested,Active
2026-06-11,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-11,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-11,New Delhi,District A,Theft,Not Arrested,Active
2026-06-11,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-06-11,New Delhi,District A,Theft,Not Arrested,Solved
2026-06-11,New Delhi,District B,Assault,Not Arrested,Active
2026-06-12,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-12,New Delhi,District B,Theft,Not Arrested,Active
2026-06-12,New Delhi,District B,Theft,Not Arrested,Active
2026-06-12,New Delhi,District C,Burglary,Not Arrested,Active
2026-06-12,New Delhi,District A,Theft,Not Arrested,Solved
2026-06-12,New Delhi,District A,Assault,Not Arrested,Active
2026-06-12,New Delhi,District A,Theft,Not Arrested,Active
2026-06-12,New Delhi,District A,Assault,Not Arrested,Active
2026-06-12,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-12,New Delhi,District A,Theft,Not Arrested,Solved
2026-06-12,New Delhi,District A,Theft,Arrested,Solved
2026-06-12,New Delhi,District A,Theft,Not Arrested,Active
2026-06-12,New Delhi,District B,Theft,Not Arrested,Active
2026-06-12,New Delhi,District D,Theft,Not Arrested,Active
2026-06-13,New Delhi,District D,Theft,Not Arrested,Solved
2026-06-13,New Delhi,District A,Theft,Not Arrested,Active
2026-06-13,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-13,New Delhi,District B,Theft,Not Arrested,Active
2026-06-13,New Delhi,District B,Theft,Not Arrested,Active
2026-06-13,New Delhi,District A,Burglary,Arrested,Solved
2026-06-13,New Delhi,District A,Theft,Arrested,Solved
2026-06-13,New Delhi,District C,Theft,Not Arrested,Active
2026-06-13,New Delhi,District D,Theft,Arrested,Solved
2026-06-13,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-13,New Delhi,District A,Theft,Not Arrested,Active
2026-06-13,New Delhi,District D,Vandalism,Not Arrested,Active
2026-06-13,New Delhi,District C,Burglary,Not Arrested,Solved
2026-06-13,New Delhi,District A,Theft,Not Arrested,Active
2026-06-14,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-14,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-14,New Delhi,District A,Assault,Arrested,Solved
2026-06-14,New Delhi,District B,Theft,Not Arrested,Active
2026-06-14,New Delhi,District A,Assault,Not Arrested,Active
2026-06-14,New Delhi,District D,Theft,Not Arrested,Active
2026-06-14,New Delhi,District A,Theft,Not Arrested,Active
2026-06-14,New Delhi,District C,Assault,Arrested,Solved
2026-06-14,New Delhi,District A,Assault,Arrested,Solved
2026-06-14,New Delhi,District A,Theft,Not Arrested,Active
2026-06-14,New Delhi,District C,Burglary,Not Arrested,Active
2026-06-14,New Delhi,District A,Theft,Not Arrested,Active
2026-06-14,New Delhi,District B,Vandalism,Not Arrested,Solved
2026-06-15,New Delhi,District B,Theft,Not Arrested,Active
2026-06-15,New Delhi,District D,Theft,Arrested,Solved
2026-06-15,New Delhi,District D,Vandalism,Not Arrested,Active
2026-06-15,New Delhi,District A,Theft,Not Arrested,Active
2026-06-15,New Delhi,District B,Theft,Not Arrested,Active
2026-06-15,New Delhi,District B,Theft,Arrested,Solved
2026-06-15,New Delhi,District B,Assault,Arrested,Solved
2026-06-15,New Delhi,District B,Assault,Not Arrested,Active
2026-06-15,New Delhi,District C,Theft,Not Arrested,Active
2026-06-16,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-06-16,New Delhi,District A,Burglary,Arrested,Solved
2026-06-16,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-06-16,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-16,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-06-16,New Delhi,District C,Assault,Arrested,Solved
2026-06-16,New Delhi,District B,Theft,Not Arrested,Active
2026-06-16,New Delhi,District A,Assault,Not Arrested,Active
2026-06-16,New Delhi,District C,Assault,Arrested,Solved
2026-06-16,New Delhi,District A,Theft,Not Arrested,Active
2026-06-16,New Delhi,District B,Assault,Arrested,Solved
2026-06-16,New Delhi,District B,Assault,Not Arrested,Active
2026-06-16,New Delhi,District B,Theft,Not Arrested,Active
2026-06-17,New Delhi,District D,Theft,Not Arrested,Active
2026-06-17,New Delhi,District B,Theft,Not Arrested,Active
2026-06-17,New Delhi,District A,Vandalism,Not Arrested,Solved
2026-06-17,New Delhi,District A,Burglary,Arrested,Solved
2026-06-17,New Delhi,District B,Theft,Not Arrested,Active
2026-06-17,New Delhi,District A,Theft,Not Arrested,Active
2026-06-17,New Delhi,District C,Theft,Not Arrested,Active
2026-06-17,New Delhi,District B,Vandalism,Arrested,Solved
2026-06-17,New Delhi,District B,Assault,Arrested,Solved
2026-06-17,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-17,New Delhi,District B,Theft,Not Arrested,Active
2026-06-17,New Delhi,District A,Assault,Arrested,Solved
2026-06-17,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-17,New Delhi,District B,Theft,Not Arrested,Solved
2026-06-17,New Delhi,District D,Traffic Violation,Arrested,Solved
2026-06-17,New Delhi,District B,Theft,Arrested,Solved
2026-06-17,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-17,New Delhi,District A,Theft,Not Arrested,Active
2026-06-17,New Delhi,District A,Theft,Not Arrested,Active
2026-06-17,New Delhi,District B,Burglary,Arrested,Solved
2026-06-17,New Delhi,District B,Burglary,Arrested,Solved
2026-06-18,New Delhi,District A,Assault,Arrested,Solved
2026-06-18,New Delhi,District D,Theft,Not Arrested,Active
2026-06-18,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-06-18,New Delhi,District A,Assault,Not Arrested,Active
2026-06-18,New Delhi,District A,Theft,Arrested,Solved
2026-06-18,New Delhi,District C,Theft,Not Arrested,Active
2026-06-18,New Delhi,District A,Theft,Not Arrested,Active
2026-06-18,New Delhi,District A,Theft,Not Arrested,Active
2026-06-18,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-18,New Delhi,District D,Vandalism,Not Arrested,Active
2026-06-18,New Delhi,District B,Vandalism,Not Arrested,Solved
2026-06-18,New Delhi,District D,Theft,Arrested,Solved
2026-06-18,New Delhi,District D,Burglary,Not Arrested,Active
2026-06-18,New Delhi,District C,Burglary,Not Arrested,Active
2026-06-18,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-18,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-18,New Delhi,District A,Theft,Not Arrested,Solved
2026-06-18,New Delhi,District A,Burglary,Not Arrested,Solved
2026-06-18,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-18,New Delhi,District D,Burglary,Not Arrested,Active
2026-06-18,New Delhi,District A,Assault,Not Arrested,Active
2026-06-19,New Delhi,District C,Assault,Arrested,Solved
2026-06-19,New Delhi,District D,Burglary,Arrested,Solved
2026-06-19,New Delhi,District C,Burglary,Not Arrested,Active
2026-06-19,New Delhi,District A,Theft,Not Arrested,Active
2026-06-19,New Delhi,District B,Theft,Not Arrested,Active
2026-06-19,New Delhi,District C,Assault,Not Arrested,Active
2026-06-19,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-19,New Delhi,District A,Theft,Not Arrested,Active
2026-06-19,New Delhi,District A,Theft,Not Arrested,Active
2026-06-19,New Delhi,District A,Theft,Not Arrested,Active
2026-06-19,New Delhi,District A,Assault,Arrested,Solved
2026-06-19,New Delhi,District C,Assault,Arrested,Solved
2026-06-19,New Delhi,District D,Vandalism,Arrested,Solved
2026-06-19,New Delhi,District A,Theft,Not Arrested,Active
2026-06-19,New Delhi,District D,Theft,Not Arrested,Active
2026-06-20,New Delhi,District D,Vandalism,Arrested,Solved
2026-06-20,New Delhi,District A,Assault,Arrested,Solved
2026-06-20,New Delhi,District B,Theft,Not Arrested,Active
2026-06-20,New Delhi,District A,Assault,Arrested,Solved
2026-06-20,New Delhi,District A,Burglary,Arrested,Solved
2026-06-20,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-20,New Delhi,District A,Theft,Not Arrested,Active
2026-06-20,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-06-20,New Delhi,District B,Theft,Not Arrested,Solved
2026-06-20,New Delhi,District A,Theft,Not Arrested,Active
2026-06-20,New Delhi,District A,Vandalism,Arrested,Solved
2026-06-20,New Delhi,District D,Theft,Not Arrested,Solved
2026-06-20,New Delhi,District C,Burglary,Not Arrested,Active
2026-06-20,New Delhi,District A,Theft,Not Arrested,Active
2026-06-20,New Delhi,District A,Theft,Not Arrested,Active
2026-06-20,New Delhi,District A,Theft,Not Arrested,Active
2026-06-20,New Delhi,District A,Assault,Not Arrested,Active
2026-06-20,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-20,New Delhi,District A,Theft,Arrested,Solved
2026-06-20,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-06-20,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-20,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-20,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-20,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-21,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-21,New Delhi,District A,Theft,Not Arrested,Active
2026-06-21,New Delhi,District B,Theft,Not Arrested,Active
2026-06-21,New Delhi,District B,Theft,Not Arrested,Active
2026-06-21,New Delhi,District A,Vandalism,Arrested,Solved
2026-06-21,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-21,New Delhi,District C,Burglary,Not Arrested,Solved
2026-06-21,New Delhi,District B,Theft,Not Arrested,Active
2026-06-21,New Delhi,District D,Assault,Not Arrested,Active
2026-06-21,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-06-21,New Delhi,District A,Theft,Not Arrested,Active
2026-06-21,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-21,New Delhi,District D,Burglary,Not Arrested,Active
2026-06-22,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-22,New Delhi,District A,Vandalism,Arrested,Solved
2026-06-22,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-22,New Delhi,District C,Theft,Not Arrested,Active
2026-06-22,New Delhi,District C,Theft,Not Arrested,Active
2026-06-22,New Delhi,District B,Theft,Arrested,Solved
2026-06-22,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-22,New Delhi,District A,Assault,Arrested,Solved
2026-06-22,New Delhi,District A,Theft,Not Arrested,Active
2026-06-22,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-22,New Delhi,District A,Theft,Not Arrested,Active
2026-06-22,New Delhi,District A,Theft,Not Arrested,Active
2026-06-22,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-23,New Delhi,District B,Burglary,Not Arrested,Solved
2026-06-23,New Delhi,District A,Theft,Not Arrested,Active
2026-06-23,New Delhi,District B,Vandalism,Not Arrested,Solved
2026-06-23,New Delhi,District A,Theft,Not Arrested,Active
2026-06-23,New Delhi,District B,Theft,Not Arrested,Active
2026-06-23,New Delhi,District D,Burglary,Arrested,Solved
2026-06-23,New Delhi,District C,Burglary,Not Arrested,Active
2026-06-23,New Delhi,District A,Assault,Arrested,Solved
2026-06-23,New Delhi,District C,Assault,Not Arrested,Active
2026-06-23,New Delhi,District D,Theft,Arrested,Solved
2026-06-23,New Delhi,District B,Theft,Not Arrested,Active
2026-06-23,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-24,New Delhi,District A,Burglary,Arrested,Solved
2026-06-24,New Delhi,District D,Traffic Violation,Not Arrested,Solved
2026-06-24,New Delhi,District B,Vandalism,Arrested,Solved
2026-06-24,New Delhi,District A,Theft,Not Arrested,Solved
2026-06-24,New Delhi,District C,Assault,Not Arrested,Active
2026-06-24,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-24,New Delhi,District D,Assault,Arrested,Solved
2026-06-24,New Delhi,District D,Vandalism,Not Arrested,Active
2026-06-24,New Delhi,District A,Assault,Not Arrested,Active
2026-06-24,New Delhi,District A,Vandalism,Arrested,Solved
2026-06-24,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-24,New Delhi,District D,Assault,Not Arrested,Active
2026-06-24,New Delhi,District C,Burglary,Not Arrested,Active
2026-06-24,New Delhi,District D,Theft,Not Arrested,Active
2026-06-24,New Delhi,District C,Theft,Not Arrested,Active
2026-06-24,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-24,New Delhi,District B,Theft,Arrested,Solved
2026-06-24,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-06-24,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-24,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-24,New Delhi,District A,Vandalism,Arrested,Solved
2026-06-24,New Delhi,District B,Theft,Not Arrested,Active
2026-06-24,New Delhi,District A,Theft,Not Arrested,Active
2026-06-24,New Delhi,District A,Theft,Not Arrested,Active
2026-06-25,New Delhi,District A,Theft,Arrested,Solved
2026-06-25,New Delhi,District A,Theft,Not Arrested,Active
2026-06-25,New Delhi,District B,Assault,Arrested,Solved
2026-06-25,New Delhi,District A,Theft,Not Arrested,Active
2026-06-25,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-06-25,New Delhi,District C,Theft,Not Arrested,Active
2026-06-25,New Delhi,District D,Theft,Not Arrested,Active
2026-06-25,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-25,New Delhi,District D,Theft,Not Arrested,Active
2026-06-25,New Delhi,District C,Theft,Not Arrested,Active
2026-06-25,New Delhi,District A,Vandalism,Arrested,Solved
2026-06-25,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-25,New Delhi,District B,Assault,Arrested,Solved
2026-06-25,New Delhi,District A,Assault,Not Arrested,Active
2026-06-26,New Delhi,District A,Vandalism,Arrested,Solved
2026-06-26,New Delhi,District B,Assault,Arrested,Solved
2026-06-26,New Delhi,District D,Theft,Not Arrested,Active
2026-06-26,New Delhi,District B,Theft,Not Arrested,Solved
2026-06-26,New Delhi,District D,Traffic Violation,Arrested,Solved
2026-06-26,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-26,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-26,New Delhi,District A,Theft,Not Arrested,Active
2026-06-26,New Delhi,District B,Assault,Arrested,Solved
2026-06-26,New Delhi,District B,Burglary,Arrested,Solved
2026-06-26,New Delhi,District A,Burglary,Arrested,Solved
2026-06-26,New Delhi,District A,Assault,Not Arrested,Active
2026-06-26,New Delhi,District B,Theft,Not Arrested,Active
2026-06-26,New Delhi,District A,Theft,Not Arrested,Active
2026-06-26,New Delhi,District B,Theft,Not Arrested,Active
2026-06-26,New Delhi,District D,Traffic Violation,Arrested,Solved
2026-06-27,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-27,New Delhi,District C,Assault,Arrested,Solved
2026-06-27,New Delhi,District D,Theft,Not Arrested,Active
2026-06-27,New Delhi,District B,Burglary,Not Arrested,Active
2026-06-27,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-27,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-27,New Delhi,District A,Assault,Arrested,Solved
2026-06-27,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-06-27,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-27,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-27,New Delhi,District D,Assault,Arrested,Solved
2026-06-27,New Delhi,District A,Theft,Not Arrested,Active
2026-06-27,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-06-27,New Delhi,District A,Theft,Arrested,Solved
2026-06-28,New Delhi,District A,Theft,Not Arrested,Active
2026-06-28,New Delhi,District D,Vandalism,Not Arrested,Active
2026-06-28,New Delhi,District D,Assault,Arrested,Solved
2026-06-28,New Delhi,District B,Vandalism,Arrested,Solved
2026-06-28,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-28,New Delhi,District A,Vandalism,Not Arrested,Solved
2026-06-28,New Delhi,District A,Assault,Arrested,Solved
2026-06-28,New Delhi,District A,Theft,Not Arrested,Active
2026-06-28,New Delhi,District A,Theft,Not Arrested,Active
2026-06-28,New Delhi,District B,Burglary,Arrested,Solved
2026-06-28,New Delhi,District A,Theft,Not Arrested,Solved
2026-06-28,New Delhi,District D,Burglary,Arrested,Solved
2026-06-28,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-28,New Delhi,District A,Theft,Not Arrested,Active
2026-06-28,New Delhi,District A,Theft,Arrested,Solved
