Date,City,Daily_Passengers,Bus_Utilization,Metro_Ridership,Average_Delay,Route_Efficiency
2024-09-01,Bengaluru,46839,73.9,28103,11.1,87.5
2024-09-02,Bengaluru,87142,63.6,56642,23.3,79.5
2024-09-03,Bengaluru,92321,57.0,60008,22.9,76.2
2024-09-04,Bengaluru,95953,63.8,57571,15.9,82.6
2024-09-05,Bengaluru,88501,50.8,57525,24.7,76.1
2024-09-06,Bengaluru,90792,74.1,54475,13.1,85.6
2024-09-07,Bengaluru,48881,73.8,29328,9.4,90.7
2024-09-08,Bengaluru,45033,59.0,27019,8.0,87.4
2024-09-09,Bengaluru,86348,79.0,51808,12.9,81.2
2024-09-10,Bengaluru,88823,56.5,53293,12.6,85.7
2024-09-11,Bengaluru,90724,58.4,54434,16.4,84.7
2024-09-12,Bengaluru,90404,61.4,54242,12.7,84.7
2024-09-13,Bengaluru,87072,54.8,56596,13.9,84.7
2024-09-14,Bengaluru,45353,68.9,27211,11.1,85.4
2024-09-15,Bengaluru,50828,74.6,30496,7.7,88.0
2024-09-16,Bengaluru,83879,60.0,50327,15.9,81.5
2024-09-17,Bengaluru,90248,58.8,54148,14.3,80.3
2024-09-18,Bengaluru,88050,69.3,52830,14.8,80.2
2024-09-19,Bengaluru,83475,60.5,50085,18.3,80.5
2024-09-20,Bengaluru,91461,52.9,59449,25.2,71.8
2024-09-21,Bengaluru,51596,64.6,30957,7.7,88.5
2024-09-22,Bengaluru,46706,73.3,28023,10.5,85.5
2024-09-23,Bengaluru,92049,69.1,55229,13.9,85.8
2024-09-24,Bengaluru,90976,68.5,54585,17.5,80.8
2024-09-25,Bengaluru,93566,67.9,56139,13.4,85.1
2024-09-26,Bengaluru,87781,67.6,52668,16.7,81.2
2024-09-27,Bengaluru,86330,60.1,51798,14.2,85.0
2024-09-28,Bengaluru,51347,59.4,33375,14.4,82.7
2024-09-29,Bengaluru,51926,64.7,31155,4.4,89.5
2024-09-30,Bengaluru,91965,65.8,55179,14.5,78.5
2024-10-01,Bengaluru,92375,75.8,55425,17.8,79.8
2024-10-02,Bengaluru,89225,69.4,53535,14.2,83.9
2024-10-03,Bengaluru,84067,60.9,50440,14.9,86.7
2024-10-04,Bengaluru,94763,59.4,56857,13.2,87.8
2024-10-05,Bengaluru,52516,57.6,34135,18.7,77.8
2024-10-06,Bengaluru,46222,57.0,27733,9.1,86.9
2024-10-07,Bengaluru,84492,63.2,50695,14.2,85.5
2024-10-08,Bengaluru,90803,58.6,54481,15.2,80.1
2024-10-09,Bengaluru,89516,60.5,53709,16.1,80.1
2024-10-10,Bengaluru,83843,71.9,50305,13.6,84.1
2024-10-11,Bengaluru,89768,54.2,58349,20.2,78.7
2024-10-12,Bengaluru,48672,63.4,29203,6.6,90.0
2024-10-13,Bengaluru,51310,60.2,30786,11.1,81.0
2024-10-14,Bengaluru,91271,64.7,54762,17.0,79.2
2024-10-15,Bengaluru,89596,62.8,58237,29.8,68.3
2024-10-16,Bengaluru,94802,49.2,61621,30.6,70.9
2024-10-17,Bengaluru,86264,67.9,51758,14.1,83.3
2024-10-18,Bengaluru,88861,66.5,53316,15.2,84.2
2024-10-19,Bengaluru,46717,62.2,28030,11.2,81.7
2024-10-20,Bengaluru,50323,52.8,32709,12.8,84.6
2024-10-21,Bengaluru,93031,58.3,55818,14.6,83.9
2024-10-22,Bengaluru,90008,66.6,54004,15.6,79.6
2024-10-23,Bengaluru,91446,69.0,59439,19.5,77.8
2024-10-24,Bengaluru,88322,68.5,52993,14.5,84.3
2024-10-25,Bengaluru,91667,60.3,55000,15.6,80.0
2024-10-26,Bengaluru,49949,71.4,29969,8.5,86.7
2024-10-27,Bengaluru,50667,70.6,30400,8.4,91.3
2024-10-28,Bengaluru,94124,65.8,56474,14.6,83.6
2024-10-29,Bengaluru,94504,66.7,56702,14.8,84.2
2024-10-30,Bengaluru,90147,59.1,54088,16.3,81.4
2024-10-31,Bengaluru,92158,65.3,59902,33.1,69.8
2024-11-01,Bengaluru,87062,59.5,52237,18.1,78.8
2024-11-02,Bengaluru,53043,65.7,31825,7.9,89.0
2024-11-03,Bengaluru,49813,67.2,29887,9.6,88.0
2024-11-04,Bengaluru,86598,55.5,51958,12.0,84.1
2024-11-05,Bengaluru,87210,54.4,56686,17.0,80.8
2024-11-06,Bengaluru,88054,66.3,52832,14.2,80.8
2024-11-07,Bengaluru,92268,58.9,55360,10.4,86.4
2024-11-08,Bengaluru,89396,68.3,53637,16.4,81.2
2024-11-09,Bengaluru,45806,59.3,27483,8.1,86.4
2024-11-10,Bengaluru,52870,70.9,31722,8.6,88.7
2024-11-11,Bengaluru,92172,58.9,55303,14.6,84.0
2024-11-12,Bengaluru,91883,59.5,55129,15.9,79.9
2024-11-13,Bengaluru,88447,68.4,53068,12.1,81.3
2024-11-14,Bengaluru,91567,66.9,54940,15.8,80.9
2024-11-15,Bengaluru,91307,77.3,54784,18.4,82.1
2024-11-16,Bengaluru,50352,57.6,30211,8.5,88.6
2024-11-17,Bengaluru,48978,69.7,29386,10.0,89.9
2024-11-18,Bengaluru,87163,76.8,52297,13.5,87.3
2024-11-19,Bengaluru,87982,67.8,52789,17.3,79.2
2024-11-20,Bengaluru,92563,68.4,55537,13.7,85.7
2024-11-21,Bengaluru,89699,69.4,53819,15.2,83.6
2024-11-22,Bengaluru,90895,58.8,54537,13.6,82.0
2024-11-23,Bengaluru,46264,62.9,27758,6.9,89.9
2024-11-24,Bengaluru,47229,66.5,28337,9.2,85.8
2024-11-25,Bengaluru,90547,61.2,54328,17.2,79.0
2024-11-26,Bengaluru,91893,69.0,55135,16.4,86.7
2024-11-27,Bengaluru,90406,65.3,54243,14.7,88.8
2024-11-28,Bengaluru,93722,63.1,56233,18.0,80.8
2024-11-29,Bengaluru,90669,75.0,54401,14.7,82.0
2024-11-30,Bengaluru,51321,72.9,30792,9.3,89.0
2024-12-01,Bengaluru,48535,62.0,29121,7.9,90.6
2024-12-02,Bengaluru,91607,63.4,59544,21.1,76.1
2024-12-03,Bengaluru,88114,59.0,52868,16.6,83.4
2024-12-04,Bengaluru,87141,65.6,52284,14.4,85.4
2024-12-05,Bengaluru,86270,67.8,51762,15.6,80.7
2024-12-06,Bengaluru,93170,66.2,55902,13.3,85.9
2024-12-07,Bengaluru,51522,60.8,30913,10.2,89.9
2024-12-08,Bengaluru,51534,63.8,33497,19.6,78.6
2024-12-09,Bengaluru,87935,76.2,52761,15.8,84.3
2024-12-10,Bengaluru,91805,67.2,55083,13.8,86.3
2024-12-11,Bengaluru,89003,61.4,53401,14.4,82.5
2024-12-12,Bengaluru,84009,66.7,50405,13.8,84.5
2024-12-13,Bengaluru,95343,48.2,57205,12.3,86.0
2024-12-14,Bengaluru,51387,58.6,30832,6.7,88.9
2024-12-15,Bengaluru,47244,61.1,28346,7.8,90.8
2024-12-16,Bengaluru,91947,61.0,55168,14.2,85.0
2024-12-17,Bengaluru,89039,65.4,53423,16.0,81.0
2024-12-18,Bengaluru,93309,70.6,55985,16.6,80.6
2024-12-19,Bengaluru,92563,60.4,55537,13.2,83.3
2024-12-20,Bengaluru,89795,59.3,58366,27.3,73.1
2024-12-21,Bengaluru,48502,66.6,29101,9.5,90.3
2024-12-22,Bengaluru,47035,62.4,28221,10.1,87.3
2024-12-23,Bengaluru,85778,65.7,51466,14.7,79.9
2024-12-24,Bengaluru,85198,63.5,51118,13.6,86.3
2024-12-25,Bengaluru,91819,73.3,55091,13.0,82.9
2024-12-26,Bengaluru,93097,70.6,55858,15.8,82.5
2024-12-27,Bengaluru,89788,71.8,53872,15.3,83.7
2024-12-28,Bengaluru,54838,69.4,32902,8.7,87.5
2024-12-29,Bengaluru,50209,66.1,30125,9.4,88.7
2024-12-30,Bengaluru,88222,58.4,52933,14.1,82.0
2024-12-31,Bengaluru,92377,68.1,55426,13.3,87.9
2025-01-01,Bengaluru,88938,69.5,53362,14.2,81.8
2025-01-02,Bengaluru,91477,67.3,54886,17.5,83.9
2025-01-03,Bengaluru,89154,60.5,53492,16.9,82.9
2025-01-04,Bengaluru,50767,61.7,30460,9.8,90.8
2025-01-05,Bengaluru,49930,60.4,29958,11.8,82.2
2025-01-06,Bengaluru,88147,65.6,52888,13.1,82.2
2025-01-07,Bengaluru,92507,56.2,60129,22.0,79.4
2025-01-08,Bengaluru,90230,63.7,54138,13.9,82.3
2025-01-09,Bengaluru,87988,63.6,52792,13.7,85.6
2025-01-10,Bengaluru,95742,55.0,57445,13.6,82.2
2025-01-11,Bengaluru,47231,68.5,28338,9.1,86.2
2025-01-12,Bengaluru,51326,76.0,30795,9.3,86.0
2025-01-13,Bengaluru,88982,67.3,53389,16.9,83.4
2025-01-14,Bengaluru,89693,58.3,53815,16.8,78.7
2025-01-15,Bengaluru,92237,67.3,55342,15.9,81.5
2025-01-16,Bengaluru,93401,69.6,56040,13.6,84.8
2025-01-17,Bengaluru,93282,57.5,55969,16.4,81.4
2025-01-18,Bengaluru,48873,69.3,29323,9.1,87.5
2025-01-19,Bengaluru,47027,62.2,28216,9.8,89.1
2025-01-20,Bengaluru,88540,65.1,53124,13.0,85.7
2025-01-21,Bengaluru,89980,71.4,53988,14.2,86.3
2025-01-22,Bengaluru,90723,62.1,58969,20.3,79.7
2025-01-23,Bengaluru,90138,66.2,54082,14.5,84.9
2025-01-24,Bengaluru,92147,55.9,59895,21.5,76.1
2025-01-25,Bengaluru,49938,54.4,29962,5.6,91.2
2025-01-26,Bengaluru,48096,75.8,28857,11.5,87.6
2025-01-27,Bengaluru,89582,54.0,58228,26.1,74.8
2025-01-28,Bengaluru,93276,68.3,55965,13.9,86.0
2025-01-29,Bengaluru,87993,53.1,57195,24.1,78.1
2025-01-30,Bengaluru,90750,69.4,54450,14.7,84.7
2025-01-31,Bengaluru,92137,58.3,55282,16.4,86.2
2025-02-01,Bengaluru,47078,63.6,28246,10.1,84.6
2025-02-02,Bengaluru,51640,66.1,30984,10.0,82.1
2025-02-03,Bengaluru,89206,63.4,53523,14.3,81.1
2025-02-04,Bengaluru,91548,63.8,54928,16.0,82.3
2025-02-05,Bengaluru,95459,60.9,57275,16.2,81.0
2025-02-06,Bengaluru,86619,71.0,51971,15.3,81.2
2025-02-07,Bengaluru,93388,64.2,56032,16.3,82.9
2025-02-08,Bengaluru,55967,64.2,33580,10.6,87.1
2025-02-09,Bengaluru,49407,66.6,29644,9.7,88.1
2025-02-10,Bengaluru,90210,69.5,54126,16.0,83.7
2025-02-11,Bengaluru,90167,70.1,54100,15.1,83.1
2025-02-12,Bengaluru,88413,58.1,53047,15.5,80.9
2025-02-13,Bengaluru,91684,68.7,55010,14.9,83.3
2025-02-14,Bengaluru,92575,65.9,55545,15.1,84.5
2025-02-15,Bengaluru,49087,61.6,29452,9.7,87.2
2025-02-16,Bengaluru,51294,71.9,30776,9.0,87.7
2025-02-17,Bengaluru,87101,71.4,52260,16.2,81.2
2025-02-18,Bengaluru,91706,61.0,55023,11.9,84.1
2025-02-19,Bengaluru,95817,59.8,57490,14.0,87.8
2025-02-20,Bengaluru,90849,73.0,59051,30.5,72.0
2025-02-21,Bengaluru,92659,64.4,55595,17.6,81.6
2025-02-22,Bengaluru,45130,70.6,27078,9.9,88.6
2025-02-23,Bengaluru,53625,66.5,32175,9.7,87.5
2025-02-24,Bengaluru,86056,59.3,55936,17.8,80.8
2025-02-25,Bengaluru,84953,59.4,50971,14.7,81.1
2025-02-26,Bengaluru,90990,50.9,54594,14.9,79.7
2025-02-27,Bengaluru,90855,68.5,54513,19.1,79.6
2025-02-28,Bengaluru,89975,52.7,53985,12.2,83.3
2025-03-01,Bengaluru,48114,60.8,28868,9.8,88.2
2025-03-02,Bengaluru,49821,74.1,29892,11.3,84.8
2025-03-03,Bengaluru,85928,64.4,51556,16.3,82.4
2025-03-04,Bengaluru,87706,74.3,52623,15.2,84.6
2025-03-05,Bengaluru,83573,73.2,50143,15.4,82.8
2025-03-06,Bengaluru,89510,65.5,53706,12.7,85.5
2025-03-07,Bengaluru,85154,71.6,55350,22.1,78.9
2025-03-08,Bengaluru,50970,62.6,30582,9.4,87.6
2025-03-09,Bengaluru,49897,65.3,29938,10.9,81.9
2025-03-10,Bengaluru,93614,57.7,56168,16.2,81.8
2025-03-11,Bengaluru,96423,70.6,57853,14.2,86.0
2025-03-12,Bengaluru,90519,61.6,54311,16.6,81.3
2025-03-13,Bengaluru,93748,59.7,56248,14.7,83.1
2025-03-14,Bengaluru,89909,68.0,53945,16.6,83.1
2025-03-15,Bengaluru,54217,71.0,32530,8.6,86.9
2025-03-16,Bengaluru,49252,60.4,32013,14.2,84.7
2025-03-17,Bengaluru,87528,67.4,52516,13.5,82.2
2025-03-18,Bengaluru,90426,72.1,54255,16.6,80.0
2025-03-19,Bengaluru,89793,69.1,53875,14.7,82.4
2025-03-20,Bengaluru,90169,69.2,54101,13.5,82.2
2025-03-21,Bengaluru,90912,64.9,54547,12.8,84.2
2025-03-22,Bengaluru,48448,75.8,29068,10.7,87.9
2025-03-23,Bengaluru,51863,54.9,33710,22.9,76.5
2025-03-24,Bengaluru,88972,61.3,53383,18.9,78.7
2025-03-25,Bengaluru,86319,64.0,51791,15.0,83.1
2025-03-26,Bengaluru,89574,64.4,53744,12.7,83.0
2025-03-27,Bengaluru,93300,68.7,55980,11.9,83.7
2025-03-28,Bengaluru,86791,67.0,52074,16.5,80.2
2025-03-29,Bengaluru,50713,61.7,30427,9.4,86.6
2025-03-30,Bengaluru,51381,64.3,30828,9.4,87.7
2025-03-31,Bengaluru,89026,71.9,53415,16.1,82.5
2025-04-01,Bengaluru,90866,66.3,54519,14.6,85.5
2025-04-02,Bengaluru,89995,70.7,53997,16.2,83.0
2025-04-03,Bengaluru,92643,60.6,55585,14.9,80.8
2025-04-04,Bengaluru,91630,67.0,54978,16.8,79.6
2025-04-05,Bengaluru,46480,61.0,27888,11.9,85.2
2025-04-06,Bengaluru,51272,62.9,30763,8.7,87.8
2025-04-07,Bengaluru,93111,71.8,55866,14.0,83.4
2025-04-08,Bengaluru,93082,67.7,55849,13.2,84.8
2025-04-09,Bengaluru,89257,72.8,53554,14.6,81.4
2025-04-10,Bengaluru,83330,62.0,49998,14.6,80.6
2025-04-11,Bengaluru,87076,64.7,56599,24.4,75.4
2025-04-12,Bengaluru,49852,70.9,29911,9.6,89.5
2025-04-13,Bengaluru,52192,62.2,31315,9.3,89.9
2025-04-14,Bengaluru,86271,64.4,51762,14.4,83.0
2025-04-15,Bengaluru,88399,58.5,57459,16.4,82.8
2025-04-16,Bengaluru,86926,60.5,52155,14.6,86.8
2025-04-17,Bengaluru,90119,55.6,54071,13.4,81.0
2025-04-18,Bengaluru,88496,64.9,53097,14.0,79.7
2025-04-19,Bengaluru,46227,61.4,30047,15.2,79.4
2025-04-20,Bengaluru,48954,72.5,29372,9.4,87.4
2025-04-21,Bengaluru,90756,67.0,54453,15.9,85.0
2025-04-22,Bengaluru,88316,62.2,52989,11.0,84.3
2025-04-23,Bengaluru,94497,68.6,56698,14.2,83.5
2025-04-24,Bengaluru,94528,62.8,61443,26.1,76.5
2025-04-25,Bengaluru,89515,62.7,53709,15.1,82.4
2025-04-26,Bengaluru,46995,71.7,28197,11.3,86.9
2025-04-27,Bengaluru,49402,72.2,29641,12.0,83.1
2025-04-28,Bengaluru,94918,67.6,56950,14.1,81.1
2025-04-29,Bengaluru,88467,65.1,53080,13.3,82.2
2025-04-30,Bengaluru,93672,69.4,56203,13.6,82.2
2025-05-01,Bengaluru,92426,73.8,55455,12.8,85.1
2025-05-02,Bengaluru,90152,66.0,54091,14.6,81.5
2025-05-03,Bengaluru,47489,54.0,30867,19.0,79.0
2025-05-04,Bengaluru,51031,58.1,30618,9.6,89.0
2025-05-05,Bengaluru,95354,56.3,57212,12.9,84.2
2025-05-06,Bengaluru,88165,63.5,52899,13.7,84.1
2025-05-07,Bengaluru,90978,62.2,54586,14.2,85.4
2025-05-08,Bengaluru,94918,65.9,56950,15.2,84.4
2025-05-09,Bengaluru,90876,60.6,54525,13.6,84.1
2025-05-10,Bengaluru,50790,62.0,30474,10.3,86.4
2025-05-11,Bengaluru,51072,66.0,30643,9.8,83.2
2025-05-12,Bengaluru,91924,69.1,55154,12.9,86.6
2025-05-13,Bengaluru,88811,55.6,57727,17.4,84.1
2025-05-14,Bengaluru,92185,55.5,55311,14.0,80.8
2025-05-15,Bengaluru,94391,69.7,56634,17.0,82.4
2025-05-16,Bengaluru,93062,59.1,55837,15.4,81.2
2025-05-17,Bengaluru,45049,60.9,27029,11.7,87.6
2025-05-18,Bengaluru,49543,56.0,32202,12.9,84.9
2025-05-19,Bengaluru,93241,71.8,55944,17.0,80.6
2025-05-20,Bengaluru,88621,56.6,53172,17.9,80.7
2025-05-21,Bengaluru,92969,68.9,60429,22.3,75.5
2025-05-22,Bengaluru,93918,60.1,56350,13.4,80.5
2025-05-23,Bengaluru,91041,60.1,59176,19.5,78.8
2025-05-24,Bengaluru,49613,60.9,29767,10.5,88.1
2025-05-25,Bengaluru,44819,70.0,26891,10.2,87.9
2025-05-26,Bengaluru,90631,57.0,54378,16.8,80.2
2025-05-27,Bengaluru,89133,61.6,53479,12.4,86.8
2025-05-28,Bengaluru,89081,60.9,57902,28.9,70.6
2025-05-29,Bengaluru,92179,60.0,55307,14.2,82.4
2025-05-30,Bengaluru,91227,68.9,54736,12.3,86.8
2025-05-31,Bengaluru,52275,70.5,31365,7.5,91.6
2025-06-01,Bengaluru,46558,62.7,27934,13.5,86.2
2025-06-02,Bengaluru,92283,67.6,55369,14.3,82.4
2025-06-03,Bengaluru,90204,73.3,54122,15.2,82.3
2025-06-04,Bengaluru,87869,63.4,52721,14.1,83.9
2025-06-05,Bengaluru,88883,71.5,53329,14.3,82.5
2025-06-06,Bengaluru,87685,70.9,52611,15.7,86.2
2025-06-07,Bengaluru,46057,68.8,29937,20.2,77.6
2025-06-08,Bengaluru,48966,60.5,31827,19.9,80.2
2025-06-09,Bengaluru,82908,63.2,49744,16.7,81.4
2025-06-10,Bengaluru,88548,65.4,53128,14.6,83.2
2025-06-11,Bengaluru,88747,69.5,53248,15.4,82.9
2025-06-12,Bengaluru,86040,72.2,51624,15.0,80.9
2025-06-13,Bengaluru,84731,67.0,50838,14.9,79.8
2025-06-14,Bengaluru,51958,64.5,31174,13.3,87.9
2025-06-15,Bengaluru,47586,62.5,30930,40.7,60.7
2025-06-16,Bengaluru,91177,68.5,54706,14.9,81.2
2025-06-17,Bengaluru,90090,67.0,54054,15.6,82.2
2025-06-18,Bengaluru,90099,64.5,54059,18.3,82.7
2025-06-19,Bengaluru,89226,66.0,53535,17.3,83.3
2025-06-20,Bengaluru,87608,60.9,52564,14.2,81.8
2025-06-21,Bengaluru,49149,64.8,29489,9.8,86.0
2025-06-22,Bengaluru,52899,66.1,31739,11.2,84.1
2025-06-23,Bengaluru,89855,52.9,53913,14.3,85.8
2025-06-24,Bengaluru,83697,56.8,54403,16.9,81.5
2025-06-25,Bengaluru,89270,61.0,53562,15.9,79.4
2025-06-26,Bengaluru,88058,70.6,52834,15.9,81.4
2025-06-27,Bengaluru,87794,71.0,52676,14.3,85.3
2025-06-28,Bengaluru,50712,55.9,30427,11.0,89.3
2025-06-29,Bengaluru,51493,68.5,30895,7.0,88.6
2025-06-30,Bengaluru,91017,64.8,54610,15.8,86.2
2025-07-01,Bengaluru,90664,60.8,54398,14.8,87.5
2025-07-02,Bengaluru,86834,70.9,52100,13.3,84.4
2025-07-03,Bengaluru,92824,66.4,55694,17.3,84.3
2025-07-04,Bengaluru,90197,60.7,54118,17.4,81.0
2025-07-05,Bengaluru,48874,66.0,29324,8.9,88.2
2025-07-06,Bengaluru,49644,64.8,29786,9.6,85.0
2025-07-07,Bengaluru,87061,71.3,52236,13.8,84.8
2025-07-08,Bengaluru,96592,64.9,57955,15.0,83.4
2025-07-09,Bengaluru,95412,62.0,62017,22.7,77.0
2025-07-10,Bengaluru,85318,64.2,51190,15.1,86.4
2025-07-11,Bengaluru,94217,59.8,56530,15.5,82.3
2025-07-12,Bengaluru,53041,64.6,31824,10.7,84.9
2025-07-13,Bengaluru,48180,64.7,28908,8.1,88.2
2025-07-14,Bengaluru,86655,67.9,51993,16.0,83.1
2025-07-15,Bengaluru,89407,66.1,53644,16.7,83.4
2025-07-16,Bengaluru,92814,68.3,55688,17.1,83.0
2025-07-17,Bengaluru,94267,59.7,61273,27.8,73.3
2025-07-18,Bengaluru,97633,67.2,58579,12.7,88.6
2025-07-19,Bengaluru,49467,59.3,29680,9.1,87.5
2025-07-20,Bengaluru,51227,62.7,30736,8.7,88.0
2025-07-21,Bengaluru,88856,71.3,53313,11.9,85.5
2025-07-22,Bengaluru,87307,58.6,56749,32.2,68.8
2025-07-23,Bengaluru,86050,62.1,51630,18.9,83.8
2025-07-24,Bengaluru,86231,70.3,51738,11.9,89.3
2025-07-25,Bengaluru,92901,68.4,55740,12.7,81.8
2025-07-26,Bengaluru,46935,56.1,28161,10.2,86.1
2025-07-27,Bengaluru,51556,69.8,30933,12.1,85.7
2025-07-28,Bengaluru,88866,64.0,53319,16.1,82.0
2025-07-29,Bengaluru,85745,58.5,55734,16.9,81.7
2025-07-30,Bengaluru,86903,62.8,52141,13.6,87.1
2025-07-31,Bengaluru,90175,63.7,54105,15.9,85.6
2025-08-01,Bengaluru,99569,66.6,59741,12.6,83.0
2025-08-02,Bengaluru,47978,60.7,28786,7.4,93.5
2025-08-03,Bengaluru,43118,72.5,25870,6.5,93.6
2025-08-04,Bengaluru,92627,62.7,55576,13.9,84.1
2025-08-05,Bengaluru,89467,57.7,53680,15.6,82.6
2025-08-06,Bengaluru,88427,63.5,53056,14.4,84.3
2025-08-07,Bengaluru,91891,55.7,55134,15.2,82.6
2025-08-08,Bengaluru,88428,68.1,53056,14.5,80.5
2025-08-09,Bengaluru,48799,64.6,29279,9.1,87.0
2025-08-10,Bengaluru,49751,54.8,32338,11.7,86.2
2025-08-11,Bengaluru,86176,70.7,51705,18.7,80.6
2025-08-12,Bengaluru,91993,56.1,55195,14.1,82.9
2025-08-13,Bengaluru,88911,64.6,53346,19.7,80.5
2025-08-14,Bengaluru,95615,57.7,57369,15.0,86.4
2025-08-15,Bengaluru,89926,60.2,58451,20.1,82.6
2025-08-16,Bengaluru,52900,69.6,31740,10.5,88.2
2025-08-17,Bengaluru,47999,59.5,28799,9.7,86.2
2025-08-18,Bengaluru,91665,57.8,54999,11.7,86.2
2025-08-19,Bengaluru,88792,71.4,53275,13.7,82.9
2025-08-20,Bengaluru,93633,70.0,56179,13.7,87.5
2025-08-21,Bengaluru,89618,68.3,53770,13.3,82.3
2025-08-22,Bengaluru,93526,58.8,56115,15.1,81.1
2025-08-23,Bengaluru,49588,66.5,29752,10.2,87.3
2025-08-24,Bengaluru,47360,57.7,28416,8.7,87.8
2025-08-25,Bengaluru,90654,63.4,54392,13.6,82.8
2025-08-26,Bengaluru,87001,65.6,52200,13.6,82.1
2025-08-27,Bengaluru,91482,52.7,59463,24.1,74.7
2025-08-28,Bengaluru,86674,55.1,52004,13.1,84.6
2025-08-29,Bengaluru,87090,69.0,52254,17.0,83.0
2025-08-30,Bengaluru,50148,60.8,30088,9.2,86.2
2025-08-31,Bengaluru,47925,65.5,28755,11.6,82.9
2025-09-01,Bengaluru,89307,59.8,58049,17.5,82.0
2025-09-02,Bengaluru,89486,69.0,53691,16.5,85.2
2025-09-03,Bengaluru,86410,63.1,51846,14.6,82.2
2025-09-04,Bengaluru,89626,64.2,53775,14.5,84.1
2025-09-05,Bengaluru,93947,64.2,56368,16.7,81.5
2025-09-06,Bengaluru,50671,63.3,30402,12.2,85.0
2025-09-07,Bengaluru,52653,68.5,31591,7.7,90.7
2025-09-08,Bengaluru,91056,59.1,54633,15.3,81.6
2025-09-09,Bengaluru,89654,64.9,53792,16.0,85.3
2025-09-10,Bengaluru,90027,66.9,54016,14.1,84.5
2025-09-11,Bengaluru,88422,67.4,53053,12.4,84.5
2025-09-12,Bengaluru,90271,65.2,54162,13.2,84.1
2025-09-13,Bengaluru,52187,55.9,31312,8.9,86.5
2025-09-14,Bengaluru,55369,66.8,33221,11.3,86.0
2025-09-15,Bengaluru,85926,70.5,51555,12.4,84.2
2025-09-16,Bengaluru,91386,69.7,54831,14.7,83.9
2025-09-17,Bengaluru,90932,67.0,54559,13.3,86.1
2025-09-18,Bengaluru,87926,54.8,57151,24.2,74.3
2025-09-19,Bengaluru,91632,53.0,59560,22.2,76.2
2025-09-20,Bengaluru,53230,71.5,31938,10.2,86.6
2025-09-21,Bengaluru,46098,67.5,27658,7.1,88.6
2025-09-22,Bengaluru,93631,57.7,60860,16.5,80.8
2025-09-23,Bengaluru,92327,70.0,55396,12.3,83.5
2025-09-24,Bengaluru,90622,66.2,54373,15.2,79.9
2025-09-25,Bengaluru,88141,60.0,52884,13.3,82.4
2025-09-26,Bengaluru,88529,64.4,57543,21.0,77.2
2025-09-27,Bengaluru,49763,63.4,29857,12.2,87.6
2025-09-28,Bengaluru,48213,67.9,28927,11.9,85.0
2025-09-29,Bengaluru,87063,71.3,52237,15.6,82.5
2025-09-30,Bengaluru,93594,59.5,56156,14.1,81.4
2025-10-01,Bengaluru,90529,66.6,54317,16.0,82.3
2025-10-02,Bengaluru,91251,49.7,54750,12.6,88.0
2025-10-03,Bengaluru,92355,55.4,55413,11.2,85.6
2025-10-04,Bengaluru,47221,58.0,28332,10.5,89.9
2025-10-05,Bengaluru,50019,61.7,30011,10.2,89.6
2025-10-06,Bengaluru,90861,60.8,54516,16.0,84.9
2025-10-07,Bengaluru,87454,58.8,52472,13.5,81.6
2025-10-08,Bengaluru,90194,59.0,54116,13.6,82.4
2025-10-09,Bengaluru,91417,59.5,54850,15.6,80.8
2025-10-10,Bengaluru,91298,65.0,54778,14.6,84.8
2025-10-11,Bengaluru,51834,66.8,31100,5.9,86.0
2025-10-12,Bengaluru,46852,64.6,28111,9.1,88.7
2025-10-13,Bengaluru,92997,56.4,55798,13.9,80.0
2025-10-14,Bengaluru,89523,61.8,53713,14.5,82.9
2025-10-15,Bengaluru,91338,51.4,54802,15.1,84.0
2025-10-16,Bengaluru,83969,62.0,50381,13.7,86.3
2025-10-17,Bengaluru,90300,69.8,54180,14.3,83.5
2025-10-18,Bengaluru,51548,66.8,33506,15.3,86.3
2025-10-19,Bengaluru,49202,65.7,29521,10.7,83.6
2025-10-20,Bengaluru,90019,70.2,54011,12.8,84.3
2025-10-21,Bengaluru,84907,70.4,50944,16.3,82.6
2025-10-22,Bengaluru,92989,57.3,60442,19.5,80.1
2025-10-23,Bengaluru,85329,64.2,51197,14.2,83.7
2025-10-24,Bengaluru,91393,60.1,54835,14.0,82.8
2025-10-25,Bengaluru,52196,62.3,31317,9.8,89.9
2025-10-26,Bengaluru,48577,63.8,29146,9.2,86.3
2025-10-27,Bengaluru,91220,59.6,54732,14.6,78.7
2025-10-28,Bengaluru,88197,62.8,52918,16.1,79.5
2025-10-29,Bengaluru,87826,57.4,57086,28.2,76.0
2025-10-30,Bengaluru,88001,58.4,52800,13.3,82.7
2025-10-31,Bengaluru,88553,67.7,53131,15.9,85.3
2025-11-01,Bengaluru,49525,64.1,29715,7.6,86.3
2025-11-02,Bengaluru,47073,58.9,28243,7.0,91.1
2025-11-03,Bengaluru,85970,56.4,51582,13.9,86.7
2025-11-04,Bengaluru,91050,53.6,54630,15.9,82.1
2025-11-05,Bengaluru,88354,64.4,57430,32.3,67.3
2025-11-06,Bengaluru,92321,62.0,55392,12.9,82.3
2025-11-07,Bengaluru,88171,64.6,52902,17.8,85.7
2025-11-08,Bengaluru,52760,75.1,31656,8.0,86.2
2025-11-09,Bengaluru,46907,62.8,28144,11.3,87.8
2025-11-10,Bengaluru,91077,67.1,54646,14.2,86.5
